id,trigger,conditions,script,text,options,notes
#bc_luddicfaithbar_option3a,DialogOptionSelected,$option == bc_luddicfaith3a,"bc_generateperson
FireBest bc_luddicreputationgain
UpdateMemory","Enthusiasm follows the conversation. ""The road is a difficult one. You are the shepherd to your flock. Teach them well and virtue will follow. Sway them and vice will follow. Blessing of Ludd upon you.""","bc_luddic_continue:""Blessing upon you too.""",
#bc_luddicfaithbar_option3a1,bc_luddicreputationgain,,AdjustRep luddic_church FRIENDLY 10,,,
#bc_luddicfaithbar_option3a2,bc_luddicreputationgain,RepLTE luddic_church INHOSPITABLE,AdjustRep luddic_church NEUTRAL 100,,,
#bc_luddicfaithbar_option3b,DialogOptionSelected,$option == bc_luddicfaith3b,$market.bc_luddicfaith = true 365,"Disappointment follows the conversation. ""The road is a difficult one. I cannot compel you or your flock to follow the teachings of Ludd if they do not wish so. I can only pity for the possible sufferings that will occur. Blessing of Ludd upon you.""",bc_luddic_continue:Continue,
#bc_luddicfaithbar_option3c,DialogOptionSelected,$option == bc_luddicfaith3c,SetEnabled bc_luddicfaith3c false ,"A pause is given. ""I will simplify for your sake then. Pledging to enact a shrine will bring pilgrims who will boost the income of your market here in addition to population growth and stability. Some of the gifts the Church offers will depend on how cooperative you have been with them and in some cases we will assign a garrison here to overlook the shrine's protection."" 

A serious tone presents itself. ""If you however find yourself at odds with the Church or some of the shrine's followers suspect you have been counterproductive with Ludd's teachings, let's say polluting the sweet atmosphere, being loose with border security, or installing agents of evil. There will be consequences.""",,
#bc_luddicfaithbar_continue,DialogOptionSelected,$option == bc_luddic_continue,"$option = marketVisitBar
$market.bc_luddicfaith = true 365
FireBest DialogOptionSelected",You head back to regular bar duties as the meeting is concluded.,,
,,,,,,
# salvage operations on planets with ruins,,,,,,
bc_salRuins_scattered,PopulateOptions,"$market.isSurveyed
$market.isPlanetConditionMarketOnly
$market.mc:ruins_scattered
$market.ruinsExplored",FireAll bc_DisableRuinsExploreIfNeeded2,,5:bc_salExplore:Propose to 'remove' the ruins,
bc_salRuins_widespread,PopulateOptions,"$market.isSurveyed
$market.isPlanetConditionMarketOnly
$market.mc:ruins_widespread
$market.ruinsExplored",FireAll bc_DisableRuinsExploreIfNeeded2,,5:bc_salExplore:Propose to 'remove' the ruins,
bc_salRuins_extensive,PopulateOptions,"$market.isSurveyed
$market.isPlanetConditionMarketOnly
$market.mc:ruins_extensive
$market.ruinsExplored",FireAll bc_DisableRuinsExploreIfNeeded2,,5:bc_salExplore:Propose to 'remove' the ruins,
bc_salRuins_vast,PopulateOptions,"$market.isSurveyed
$market.isPlanetConditionMarketOnly
$market.mc:ruins_vast
$market.ruinsExplored",FireAll bc_DisableRuinsExploreIfNeeded2,,5:bc_salExplore:Propose to 'remove' the ruins,
bc_salRuins_hostileNearby,bc_DisableRuinsExploreIfNeeded2,HostileFleetNearbyAndAware,SetEnabled bc_salExplore false,"A nearby hostile fleet is tracking your movements, making exploration of the planet impossible.",,
bc_salRuins_scattered2,DialogOptionSelected,"$option == bc_salExplore
$market.isSurveyed
$market.isPlanetConditionMarketOnly
$market.mc:ruins_scattered
$market.ruinsExplored
!$core_techMiningMult","SetShortcut bc_salRuins_leave ""ESCAPE""
$salvageSpecId = bc_ruins_scattered
SetStoryOption bc_salExplore2 1 recoverOwnedShip ui_char_spent_story_point_industry ""Exploited the scattered ruins on $market""
bc_techmine 500 160
$bc_credits = 25,000 0
$bc_ruins = ruins_scattered 0
FireAll bc_DisableRuinsExploreIfNeeded
AddText ""This procedure will require 25,000 credits.""
SetTextHighlightColors hColor
SetTextHighlights 25,000
AddText ""You have $player.creditsStr credits available.""
SetTextHighlightColors hColor
SetTextHighlights $player.creditsStr","An order to strip search the ruins to dust can be issued. While the crew might demand hazard pay and overtime compensation and the machines be stressed to their absolute limit, it can be done in only a day. Running this operation undermanned or underequipped will result in less-than-pretty results.","5:bc_salExplore2:Issue the hazard and overtime pay.
100:bc_salRuins_leave:Never mind",
bc_salRuins_widespread2,DialogOptionSelected,"$option == bc_salExplore
$market.isSurveyed
$market.isPlanetConditionMarketOnly
$market.mc:ruins_widespread
$market.ruinsExplored
!$core_techMiningMult","SetShortcut bc_salRuins_leave ""ESCAPE""
$salvageSpecId = bc_ruins_widespread
SetStoryOption bc_salExplore2 1 recoverOwnedShip ui_char_spent_story_point_industry ""Exploited the widespread ruins on $market""
bc_techmine 1000 330
$bc_credits = 50,000 0
$bc_ruins = ruins_widespread 0
FireAll bc_DisableRuinsExploreIfNeeded
AddText ""This procedure will require 50,000 credits.""
SetTextHighlightColors hColor
SetTextHighlights 50,000
AddText ""You have $player.creditsStr credits available.""
SetTextHighlightColors hColor
SetTextHighlights $player.creditsStr","An order to strip search the ruins to dust can be issued. While the crew might demand hazard pay and overtime compensation and the machines be stressed to their absolute limit, it can be done in only a day. Running this operation undermanned or underequipped will result in less-than-pretty results.","5:bc_salExplore2:Issue the hazard and overtime pay.
100:bc_salRuins_leave:Never mind",
bc_salRuins_extensive2,DialogOptionSelected,"$option == bc_salExplore
$market.isSurveyed
$market.isPlanetConditionMarketOnly
$market.mc:ruins_extensive
$market.ruinsExplored
!$core_techMiningMult","SetShortcut bc_salRuins_leave ""ESCAPE""
$salvageSpecId = bc_ruins_extensive
SetStoryOption bc_salExplore2 2 recoverOwnedShip ui_char_spent_story_point_industry ""Exploited the extensive ruins on $market""
bc_techmine 1500 500
$bc_credits = 100,000 0
$bc_ruins = ruins_extensive 0
FireAll bc_DisableRuinsExploreIfNeeded
AddText ""This procedure will require 100,000 credits.""
SetTextHighlightColors hColor
SetTextHighlights 100,000
AddText ""You have $player.creditsStr credits available.""
SetTextHighlightColors hColor
SetTextHighlights $player.creditsStr","An order to strip search the ruins to dust can be issued. While the crew might demand hazard pay and overtime compensation and the machines be stressed to their absolute limit, it can be done in only a day. Running this operation undermanned or underequipped will result in less-than-pretty results.","5:bc_salExplore2:Issue the hazard and overtime pay.
100:bc_salRuins_leave:Never mind",
bc_salRuins_vast2,DialogOptionSelected,"$option == bc_salExplore
$market.isSurveyed
$market.isPlanetConditionMarketOnly
$market.mc:ruins_vast
$market.ruinsExplored
!$core_techMiningMult","SetShortcut bc_salRuins_leave ""ESCAPE""
$salvageSpecId = bc_ruins_vast
SetStoryOption bc_salExplore2 3 recoverOwnedShip ui_char_spent_story_point_industry ""Exploited the vast ruins on $market""
bc_techmine 2000 660
$bc_credits = 200,000 0
$bc_ruins = ruins_vast 0
FireAll bc_DisableRuinsExploreIfNeeded
AddText ""This procedure will require 200,000 credits.""
SetTextHighlightColors hColor
SetTextHighlights 200,000
AddText ""You have $player.creditsStr credits available.""
SetTextHighlightColors hColor
SetTextHighlights $player.creditsStr","An order to strip search the ruins to dust can be issued. While the crew might demand hazard pay and overtime compensation and the machines be stressed to their absolute limit, it can be done in only a day. Running this operation undermanned or underequipped will result in less-than-pretty results.","5:bc_salExplore2:Issue the hazard and overtime pay.
100:bc_salRuins_leave:Never mind",
bc_salRuins_check3a,bc_DisableRuinsExploreIfNeeded,$player.machinery < $bc_heavymachinery,"SetTooltip bc_salExplore2 ""You need at least $bc_heavymachinery machinery.""
SetTooltipHighlightColors bc_salExplore2 hColor
SetTooltipHighlights bc_salExplore2 $bc_heavymachinery
SetEnabled bc_salExplore2 false",,,
bc_salRuins_check3b,bc_DisableRuinsExploreIfNeeded,$player.crew < $bc_crews,"SetTooltip bc_salExplore2 ""You need at least $bc_crews crews.""
SetTooltipHighlightColors bc_salExplore2 hColor
SetTooltipHighlights bc_salExplore2 $bc_crews
SetEnabled bc_salExplore2 false",,,
bc_salRuins_check,bc_DisableRuinsExploreIfNeeded,$player.credits < $bc_credits,"SetTooltip bc_salExplore2 ""You need at least $bc_credits credits.""
SetTooltipHighlightColors bc_salExplore2 hColor
SetTooltipHighlights bc_salExplore2 $bc_credits
SetEnabled bc_salExplore2 false",,,
bc_salRuins_check2,bc_DisableRuinsExploreIfNeeded,"$player.marines < $bc_marines
$bc_marines != null","SetTooltip bc_salExplore2 ""The decivilized subpopulace will prevent this destruction, bring at least $bc_marines marines for security.""
SetTooltipHighlightColors bc_salExplore2 hColor
SetTooltipHighlights bc_salExplore2 $bc_marines
SetEnabled bc_salExplore2 false",,,
bc_salRuins_check3,bc_DisableRuinsExploreIfNeeded,"$bc_factionstring != null
$bc_factionid != null","AddText ""$bc_factionstring has a claim on $market and continuing this order could likely make you hostile.""
SetTextHighlightColors $bc_factioncolor bad
SetTextHighlights $bc_factionstring hostile
",,,
bc_salRuins_alreadyExplored,bc_DisableRuinsExploreIfNeeded,"$market.hasRuins
$market.isPlanetConditionMarketOnly
$market.core_techMiningMult !=null
$market.core_techMiningMult < 1","SetTooltip bc_salExplore2 ""Your team report that $market has been tech-mined before and 'removing' the ruins isn't possible.""
SetEnabled bc_salExplore2 false",,,
bc_salRuins_confirm,DialogOptionSelected,$option == bc_salExplore2,"AddRemoveCommodity credits -$bc_credits true
AddRemoveCommodity crew -$bc_crews true
AddRemoveCommodity heavy_machinery -$bc_heavymachinery true
FireAll bc_RuinsExploreIfNeeded
bc_techmine $bc_ruins
$bc_comeagain = true 1
$bc_comeplease = true
UpdateMemory","Pay delivered, orders issued. A day is required before seeing the results.

""Not a single ruin is to be found here.""",5:bc_salRuins_leave:Continue,
bc_salRuins_confirm2populate,PopulateOptions,$bc_comeplease,FireAll bc_DisableRuinsExploreIfNeeded2,,5:bc_salExplore3:See the strip-mine result of the ruins.,
bc_salRuins_no,bc_DisableRuinsExploreIfNeeded2,$bc_comeagain,"SetTooltip bc_salExplore3 ""It hasn't been a day.""
SetEnabled bc_salExplore3 false
",,,
bc_salRuins_no2,bc_DisableRuinsExploreIfNeeded2,"HostileFleetNearbyAndAware
$bc_comeagain",SetEnabled bc_salExplore3 false,"A nearby hostile fleet is tracking your movements, making exploration of the planet impossible.",,
bc_salRuins_confirm3,DialogOptionSelected,$option == bc_salExplore3,"bc_techmine bababooey bababooey bababooey
$salvageLeaveText = ""I wanted it gone, no loot for me."" 0",Accidents were reported. The surviving team has been sent back to your fleet.,5:bc_salExplore4:Continue,
bc_salRuins_confirm2,DialogOptionSelected,$option == bc_salExplore4,"$bc_salvageSeed = $salvageSeed
$salvageSeed--
SalvageEntity showCost
FireAll PopulateSalvageOptions2",,,
bc_salRuins_check5,bc_RuinsExploreIfNeeded,$bc_marines != null,"AddRemoveCommodity marines -$bc_marines true
AddTextSmall ""The marines are deployed to ensure the decivilized subpopulation of $market do not interfere.""",,,
bc_salRuins_check4,bc_RuinsExploreIfNeeded,"$bc_factionstring != null
$bc_factionid != null",AdjustRep $bc_factionid HOSTILE -50,,,
bc_salRuins_leave,DialogOptionSelected,$option == bc_salRuins_leave,FireAll PopulateOptions,,,
bc_sal_salvageOptionSelected,DialogOptionSelected,"$option == salPerform
$bc_comeplease score:999999","unset $bc_comeplease
SalvageEntity performSalvage
FireBest PostSalvagePerform
$salvageSeed = $bc_salvageSeed",,,
,,,,,,
#bc_convDefaultPreGreeting,PickGreeting,"$tag:bc_church
!$bc_AlreadyContacted","ShowPersonVisual
FireAll PopulateOptions","After a short wait, your connection request is accepted.

""Greetings captain, I am the commune leader for the shrine of $market. What can I do for you?""",,
#bc_PopLuddicOptions,PopulateOptions,"$tag:bc_church
!$bc_AlreadyContacted",,,0:bc_PopLuddic:Inquire on increasing relations with the shrine,
#bc_PopLuddicOptionsReply,DialogOptionSelected,"$option == bc_PopLuddic
$tag:bc_church
!$bc_AlreadyContacted","$bc_AlreadyContacted = true
AddPotentialContact
FireAll PopulateOptions","$HeOrShe smiles. ""Ludd was no stranger to the suffering and the poor. We will have work that can help this sector out of the wretchedness.""",,
#bc_convDefaultGreeting,PickGreeting,"$tag:bc_church
$bc_AlreadyContacted","ShowPersonVisual
FireAll PopulateOptions","After a short wait, your connection request is accepted.

""Greetings captain, I am the commune leader for the shrine of $market. What can we do for you?""",,
#bc_PopLuddicOptions2,PopulateOptions,"$tag:bc_church
$bc_AlreadyContacted",bc_removecontact 1,,5:bc_PurgeShrine:Cast out the shrine,
#bc_PopLuddicOptionsReply2,DialogOptionSelected,"$option == bc_PurgeShrine
$tag:bc_church","unset $bc_AlreadyContacted
bc_removecontact
AddTextSmall ""The vile acts caused upon the shrine completed. In which Ludd's followers face hardship and persecution at the hands of authorities on $market.""
AdjustRep luddic_church VENGEFUL -100
$option = cutCommLink 0
FireBest DialogOptionSelected",,,
,,,,,,
#bc_hmdfBlurb,bc_hmdf_blurb,,,"""A recent follower of the flock have donated a ship that we simply would not use. Perhaps you would use it.""",,
#bc_hmdfOfferOption,bc_hmdf_option,,,,bc_hmdf_start:Ask about the donated ship,
#bc_hmdfOfferTextContact,DialogOptionSelected,$option == bc_hmdf_start,"$missionId = bc_hmdf
SetTextHighlights $bc_hmdf_price","""This $bc_hmdf_hullClass vessel has seen some light-years, but it'll fly. I could grant this to you for $bc_hmdf_price credits.""","bc_hmdf_look:Ask for detailed info on the ship
contact_decline:Decline",
#bc_hmdfLookAtFreighter,DialogOptionSelected,$option == bc_hmdf_look,"Call $bc_hmdf_ref showShip
DoCanAffordCheck $bc_hmdf_price contact_accept false","$personName taps a few buttons to pull up the freighter schematics for your examination. ""For me, it's just taking up space, which is why I'm offering a reasonable price.""","contact_accept:Buy the ship for $bc_hmdf_price credits
contact_decline:Decline",
#bc_hmdfPostAccept,ContactPostAccept,$missionId == bc_hmdf,"ShowPersonVisual
RemoveCommodity credits $bc_hmdf_price
AddShip $bc_hmdf_member
Call $bc_hmdf_ref2 repSuccess
Call $bc_hmdf_ref2 addContacts",,,
,,,,,,
#bclobBlurb,bclob_blurb,,,"""I believe I may be of service to your undesirable reputation standings from other factions.""",,
#bclobOfferOption,bclob_option,,,,bclob_start:Ask about the reputation fix,
#bclobLookAtFaction,DialogOptionSelected,$option == bclob_start,"$missionId = bclob
SetTextHighlights $bclob_faction $bclob_price $bclob_faction
DoCanAffordCheck $bclob_price contact_accept false","$personName taps a few buttons to pull up the bounty board. ""I see that the $bclob_faction have put a price on your head, yet I sense that you are a good person. If you wish, for a donation of $bclob_price, I will send a message to the leaders of the $bclob_faction and they should seek a more positive understanding of you upon my recommendation.""","contact_accept:Accept the message of recommendation for $bclob_price credits
contact_decline:Decline",
#bclobLookAtFaction2,DialogOptionSelected,"$option == bclob_start
$player.atrocities > 0","$missionId = bclob
SetTextHighlights $bclob_faction $bclob_price $bclob_faction
DoCanAffordCheck $bclob_price contact_accept false","$personName taps a few buttons to pull up the bounty board. ""I see that the $bclob_faction have put a price on your head, yet I somewhat sense that you are a good person despite your past actions. If you wish, for a donation of $bclob_price, I will send a message to the leaders of the $bclob_faction and they should seek a more positive understanding of you upon my recommendation.""","contact_accept:Accept the message of recommendation for $bclob_price credits
contact_decline:Decline",
#bclobPostAccept,ContactPostAccept,$missionId == bclob,"ShowPersonVisual
RemoveCommodity credits $bclob_price
AdjustRep $bclob_factionid SUSPICIOUS 100
Call $bclob_ref2 repSuccess
Call $bclob_ref2 addContacts",,,
