id,trigger,conditions,script,text,options,notes
relLevelFriendlyIX,RelationshipLevelDesc,"$faction.rel == FRIENDLY
$faction.id == ix_battlegroup",FireAll RelLevelMoreDescription,"Fleet Command considers you a valuable asset for the future ambitions of the 9th Domain Battlegroup. Patrol captains know to overlook minor transgressions due to your likely status as a covert agent of the Fleet, and even the Honor Guard are cordial in their dealings with you.",,
relLevelWelcomingIX,RelationshipLevelDesc,"$faction.rel == WELCOMING
$faction.id == ix_battlegroup",FireAll RelLevelMoreDescription,"You have demonstrated your worth to the 9th Domain Battlegroup. The Fleet is ready to hire you in all manner of lucrative opportunities, and you are permitted limited access to military grade equipment that has been built to a quality rarely seen in the rest of the Sector.",,
relLevelFavorableIX,RelationshipLevelDesc,"$faction.rel == FAVORABLE
$faction.id == ix_battlegroup",FireAll RelLevelMoreDescription,"Your presence is tolerated by the 9th Domain Battlegroup. An agent has been dispatched to keep an eye on you and evaluate your potential usefulness. Port authorities rarely give you any trouble, so long as you conduct your business swiftly and do not cause any trouble in return.",,
relLevelNeutralIX,RelationshipLevelDesc,"$faction.rel == NEUTRAL
$faction.id == ix_battlegroup",FireAll RelLevelMoreDescription,You are treated no differently than the rest of the pirate rabble who frequent Zorya. There's a chance to make good credits if you keep your head down and go about your business.,,
relLevelSuspiciousIX,RelationshipLevelDesc,"$faction.rel == SUSPICIOUS
$faction.id == ix_battlegroup",FireAll RelLevelMoreDescription,"Past missteps in your dealings with the 9th Domain Battlegroup has cast a pall of suspicion over you. Patrols tend to be extra vigilant in checking your cargo, and port authorities will often make you wait longer than necessary before clearing you for dock.",,
relLevelInhospitableIX,RelationshipLevelDesc,"$faction.rel == INHOSPITABLE
$faction.id == ix_battlegroup",FireAll RelLevelMoreDescription,"The 9th Domain Battlegroup has flagged you for enhanced scrutiny. Port authorities have been ordered to deny you docking rights, and combat patrols will often look for any excuse to harass you.",,
relLevelHostileIX,RelationshipLevelDesc,"$faction.rel == HOSTILE
$faction.id == ix_battlegroup",FireAll RelLevelMoreDescription,"You are classified among all the other undeserving rabble that the 9th Domain Battlegroup seeks to cleanse from the Sector, and shoot on sight orders have been given to combat patrols against your fleet.

Being commissioned by any other faction aside from the pirates or Trinity Worlds will prevent you from improving your reputation beyond Hostile.",,
relLevelVengefulIX,RelationshipLevelDesc,"$faction.rel == VENGEFUL
$faction.id == ix_battlegroup",FireAll RelLevelMoreDescription,"You are a known threat to the 9th Domain Battlegroup, and have your own file at Fleet Command HQ. The Panopticon is even now plotting the most efficient way to eliminate you. It's rumored any captain who defeats you will earn a promotion to the Honor Guard.",,
,,,,,,
flavorTextMarketIX,TradePanelFlavorText,"$global.tradePanelMode == MARKET
$faction.id == ix_battlegroup
$market.mc:ix_monitored == true","AddText ""The vast port concourse is filled with well maintained ships bearing the distinct black, white, and green livery of the 9th Domain Battlegroup. Loader drones accompanied by neatly dressed dock workers move containers of cargo to their destinations with orderly purpose. Given the state of constant and omnipresent AI directed surveillance imposed by Fleet Command, armed guards here are rarely visible, but never far away."" marketFlavorTextColor",,,
flavorTextMarketIXNoMonitor,TradePanelFlavorText,"$global.tradePanelMode == MARKET
$faction.id == ix_battlegroup
$market.mc:ix_monitored == false","AddText ""The vast port concourse is filled with well maintained ships bearing the distinct black, white, and green livery of the 9th Domain Battlegroup. Loader drones accompanied by neatly dressed dock workers move containers of cargo to their destinations with orderly purpose. But beneath the gleaming surface, cracks have begun to form. Disruptions to the Vertex Station Panopticon have led to the emergence of a thriving black market, if one knows where to look."" marketFlavorTextColor",,,
flavorTextMarketIXSneak,TradePanelFlavorText,"$global.tradePanelMode == MARKET
$faction.id == ix_battlegroup
!$hostileToPlayer
$player.transponderOn == false
$market.mc:ix_monitored == true","AddText ""Your shuttle flies fast and low to avoid sensors constantly on the lookout for unauthorized landing craft, and eventually finds a quiet spot to set down. But your daredevil flying does you little good. The oppressive layers of electronic monitoring embedded into the planetary infosphere prevents any black market activity from having a chance to thrive. If you wish to conduct any trade at this colony, you will have to do it through official channels."" marketFlavorTextColor",,,
flavorTextMarketIXSneakNoMonitor,TradePanelFlavorText,"$global.tradePanelMode == MARKET
$faction.id == ix_battlegroup
!$hostileToPlayer
$player.transponderOn == false
$market.mc:ix_monitored == false","AddText ""Your shuttle flies fast and low to avoid sensors constantly on the lookout for unauthorized landing craft, and eventually finds a quiet spot to set down. Disruptions to the Vertex Station Panopticon have allowed a small but thriving black market to spring up. Human greed has found fertile soil, and now you stand to profit."" marketFlavorTextColor",,,
flavorTextMarketMarzanna,TradePanelFlavorText,"$global.tradePanelMode == MARKET
$market.id == ix_marzanna_market","AddText ""The port concourse is filled with an eclectic mix of freighters and gunships, many of them with rather suspicious markings that become apparent upon closer examination. Captains and crews waste no time heading towards the rowdy entertainment district, where everything imaginable can be had at the right price, and where the ability to hold down one's liquor is crucial to every business deal. A riotous carcophany of ad holos light up the colony even in the dead of night, but they cannot fully conceal the signs of poverty tucked away behind many a back alley."" marketFlavorTextColor",,,
flavorTextMarketTWEmerald,TradePanelFlavorText,"$global.tradePanelMode == MARKET
$market.id == tw_danu_station_market","AddText ""You are met by a teeming throng of merchants and laborers gathered beneath a virtual sky. Street vendors hawk their wares with gusto, while those hoping to sign up to ship crews eagerly accost any captain who looks like they might offer a decent wage."" marketFlavorTextColor

AddText ""There is greenery in every direction, as far as the eye can see, and were it not for the slight warping of the synthetic display of pale clouds and sunshine overhead, it would be easy for you to forget you are not planetside."" marketFlavorTextColor",,,
flavorTextMarketTW,TradePanelFlavorText,"$global.tradePanelMode == MARKET
$faction.id == ix_trinity
$market.mc:ix_monitored_player == true
$market.id != tw_danu_station_market","AddText ""The port concourse is filled with ships in both the pale olive livery of the Trinity Worlds and the starker black, white, and green of the Fleet. Dual language holo banners proclaiming victory and unity float overhead, and any attempt to filter them out even from one's own optical implants is quickly met with a stern warning from the local infosphere monitoring node. Commerce is tightly controlled here, with little going unnoticed by the local authorities."" marketFlavorTextColor",,,
flavorTextMarketTWNoMonitor,TradePanelFlavorText,"$global.tradePanelMode == MARKET
$faction.id == ix_trinity
$market.mc:ix_monitored_player == false
$market.id != tw_danu_station_market","AddText ""The port concourse is filled with ships in both the pale olive livery of the Trinity Worlds and the starker black, white, and green of the Fleet. Dual language holo banners proclaiming victory and unity float overhead, while the local infosphere is filled with reminders for citizens to practice good information hygiene. Nonetheless, with the lack of a local Panopticon node, a great deal of digital traffic is going unmonitored, and restricted goods of all kinds can be found by those who know where to look."" marketFlavorTextColor",,,
flavorTextMarketTWSneak,TradePanelFlavorText,"$global.tradePanelMode == MARKET
$faction.id == ix_battlegroup
$player.transponderOn == false
$market.mc:ix_monitored_player == true","AddText ""Your shuttle flies fast and low to avoid sensors constantly on the lookout for unauthorized landing craft, and eventually finds a quiet spot to set down. The shutdown of the Vertex Station Panopticon has allowed a small but thriving black market to spring up at the colony. Human greed has found fertile soil, and now you stand to profit."" marketFlavorTextColor",,,
flavorTextMarketTWSneakNoMonitor,TradePanelFlavorText,"$global.tradePanelMode == MARKET
$faction.id == ix_trinity
$player.transponderOn == false
$market.mc:ix_monitored_player == false","AddText ""Your shuttle flies fast and low to avoid sensors constantly on the lookout for unauthorized landing craft, and eventually finds a quiet spot to set down. The lack of an active Panopticon node has allowed a small but thriving black market to spring up. Human greed has found fertile soil, and now you stand to profit."" marketFlavorTextColor",,,
flavorTextMarketAnyMonitored,TradePanelFlavorText,"$global.tradePanelMode == MARKET
$market.mc:ix_monitored_player == true
$market.id != tw_danu_station_market","AddText ""The port concourse is filled with trader starcraft of every size. Speculators crowd offloading ship captains with deals and peddlers call out to crew, holding wares and projecting personal ad-holos."" marketFlavorTextColor

AddText ""But the bustle of daily life conceals a suite of monitoring and censorship software in the local infosphere that impose an almost oppressive level of information hygiene. Almost nothing escapes the attention of local port authorities, and any trade deal, no matter how small, must both receive their approval and deliver their cut."" marketFlavorTextColor",,,
flavorTextMarketAnyMonitoredSmall,TradePanelFlavorText,"$global.tradePanelMode == MARKET
$marketSize < 4
$market.mc:ix_monitored_player == true","AddText ""The humble port concourse is filled with smaller freighters and freelancers, as few independent traders prefer to do business at a colony under such heavy digital surveillance. The few locals who pay you any attention quickly move on, under the assumption that anyone permitted to land must have valid reason to be here."" marketFlavorTextColor",,,
flavorTextMarketAnyMonitoredSneak,TradePanelFlavorText,"$global.tradePanelMode == MARKET
$faction.id != player
$market.mc:ix_monitored_player == true
$player.transponderOn == false
$market.id != tw_danu_station_market","AddText ""Your shuttle flies fast and low to avoid sensors constantly on the lookout for unauthorized landing craft, and eventually finds a quiet spot to set down. But your daredevil flying does you little good. With active surveillance monitoring blanketing ever corner of the planetary infosphere, no one else is willing to risk official censure by conducting illicit trade with you."" marketFlavorTextColor",,,
flavorTextMarketAnyMonitoredSmallSneak,TradePanelFlavorText,"$global.tradePanelMode == MARKET
$marketSize < 4
$faction.id != player
$market.mc:ix_monitored_player == true
$player.transponderOn == false","AddText ""Your shuttle flies fast and low to avoid sensors constantly on the lookout for unauthorized landing craft, and eventually finds a quiet spot to set down. Disruptions to the local Panopticon node have allowed a small but thriving black market to spring up. Human greed has found fertile soil, and now you stand to profit."" marketFlavorTextColor",,,
,,,,,,
bar_descIXBattlegroup,BarPrintDesc,$faction.id == ix_battlegroup,ShowImageVisual space_bar,"You enter the prefab bar filled with off duty military personnel enjoying their downtime. A group of augmented marines excitedly discuss the prospect of their next deployment, while several junior officers in the upper lounge watch reports of the Fleet's latest engagements with rapt attention. There's even a pirate captain and crew nursing drinks at their own table, looking decidedly out of place in their well worn spacer garb.",,
,,,,,,
# Install antimatter stabilizer for fuel industry,,,,,,
colony_improveFuelProd,PopulateOptions,"$isPerson
$postId == portmaster
$market.isPlayerOwned
$market.ind:ix_fuel_production == false
PlayerHasCargo ix_antimatter_stabilizer",,,colony_useIXStabilizer:Install the Antimatter Stabilizer,
colony_useIXStabilizerSel,DialogOptionSelected,"$option == colony_useIXStabilizer
$market.ind:fuelprod == true",,"""Nice find,"" says $PersonRank $personLastName, looking over the specs of the device. ""The Domain used to have these all over the place to improve starbase reactor efficiency, but you hardly see them anymore these days. I think we can hook it up to the fuel production facility with a bit of work. It should be ready by the next time your fleet returns to port. Shall I inform the work crews to get started?"" ","colony_useIXStabilizerYes:""Yes, start work immediately.""
colony_useIXStabilizerNo:""Not yet.""",
colony_useIXStabilizerNoFuelprodSel,DialogOptionSelected,"$option == colony_useIXStabilizer
$market.ind:fuelprod == false",,"""Nice find,"" says $PersonRank $personLastName, looking over the specs of the device. ""The Domain used to have these all over the place to improve starbase reactor efficiency, but you hardly see them anymore these days. If we had a fuel production facility, we could repurposed it to speed up antimatter output to an impressive degree, but right now there's not much use for it.""

$personLastName files away the information with a flick of $hisOrHer hand. ""Still, it makes for a nice trophy, was there anything else?""",defaultLeave:Done,
colony_useIXStabilizerYesSel,DialogOptionSelected,$option == colony_useIXStabilizerYes,"AddRemoveAnyItem RESOURCES ix_antimatter_stabilizer -1
$global.colony_upgradeFuelProd = true","The stabilizer is moved to the fuel production facility and installed over the course of the day. Your portmaster keeps you apprised of the progress, and is happy to report that aside from needing to run a few final tests, the work is almost finished. Everything should be up and running by the next time you return to port.",defaultLeave:Done,
colony_useIXStabilizerNoSel,DialogOptionSelected,$option == colony_useIXStabilizerNo,,"""Of course,"" $personLastName nods. ""Was there anything else?""",defaultLeave:Done,
,,,,,,
# Sell antimater stabilizer to non-luddics,,,,,,
colony_sellStabilizerGeneric,PopulateOptions,"$isPerson
$postId == portmaster
$personFaction.id != ix_battlegroup
$personFaction.id != ix_trinity
$personFaction.id != luddic_church
$personFaction.id != luddic_path
!$market.isPlayerOwned
PlayerHasCargo ix_antimatter_stabilizer",,,colony_handInStabilizer:Offer Antimatter Stabilizer technology,
colony_handInStabilizerSel,DialogOptionSelected,$option == colony_handInStabilizer,,"The $PersonPost examines a stabilizer deep scan with great interest.

""Fascinating,"" $heOrShe says. ""I'm will to offer you a finder's fee of 50,000 credits in exchange for each sample of this technology you bring us. Do we have a deal?""","colony_handInStabilizerGive1:Transfer 1 Stabilizer
colony_handInStabilizerGive2:Transfer 2 Stabilizers
colony_handInStabilizerGive5:Transfer 5 Stabilizers
cutCommLink:Done",
colony_handInStabilizerGive5HasEnoughSel,DialogOptionSelected,"$option == colony_handInStabilizerGive5
PlayerHasCargo ix_antimatter_stabilizer 5","AddCommodity credits 250000
AdjustRep $personFaction.id 25
AdjustRepActivePerson 25
AddRemoveAnyItem RESOURCES ix_antimatter_stabilizer -5",,,
colony_handInStabilizerGive5NotEnoughSel,DialogOptionSelected,"$option == colony_handInStabilizerGive5
!PlayerHasCargo ix_antimatter_stabilizer 5",SetEnabled colony_handInStabilizerGive5 false,You do not have enough Antimatter Stabilizers,,
colony_handInStabilizerGive2HasEnoughSel,DialogOptionSelected,"$option == colony_handInStabilizerGive2
PlayerHasCargo ix_antimatter_stabilizer 2","AddCommodity credits 100000
AdjustRep $personFaction.id 10
AdjustRepActivePerson 10
AddRemoveAnyItem RESOURCES ix_antimatter_stabilizer -2",,,
colony_handInStabilizerGive2NotEnoughSel,DialogOptionSelected,"$option == colony_handInStabilizerGive2
!PlayerHasCargo ix_antimatter_stabilizer 2","SetEnabled colony_handInStabilizerGive5 false
SetEnabled colony_handInStabilizerGive2 false",You do not have enough Antimatter Stabilizers,,
colony_handInStabilizerGive1HasEnoughSel,DialogOptionSelected,"$option == colony_handInStabilizerGive1
PlayerHasCargo ix_antimatter_stabilizer 1","AddCommodity credits 50000
AdjustRep $personFaction.id 5
AdjustRepActivePerson 5
AddRemoveAnyItem RESOURCES ix_antimatter_stabilizer -1",,,
colony_handInStabilizerGive1NotEnoughSel,DialogOptionSelected,"$option == colony_handInStabilizerGive1
!PlayerHasCargo ix_antimatter_stabilizer",,You have no more Antimatter Stabilizers,cutCommLink:Done,
,,,,,,
# Give antimater stabilizer to luddics,,,,,,
colony_titheStabilizerLudd,PopulateOptions,"$isPerson
$personFaction.id == luddic_church
!$market.isPlayerOwned
PlayerHasCargo ix_antimatter_stabilizer",,,colony_titheStabilizer:Tithe Antimatter Stabilizer technology,
colony_titheStabilizerPath,PopulateOptions,"$isPerson
$personFaction.id == luddic_path
!$market.isPlayerOwned
PlayerHasCargo ix_antimatter_stabilizer",,,colony_titheStabilizer:Tithe Antimatter Stabilizer technology,
colony_titheStabilizerKnights,PopulateOptions,"$isPerson
$personFaction.id == knights_of_selkie
!$market.isPlayerOwned
PlayerHasCargo ix_antimatter_stabilizer",,,,
colony_titheStabilizerSel,DialogOptionSelected,$option == colony_titheStabilizer,,"The $PersonPost examines a stabilizer deep scan with great alarm.

""Such dangerous abomination should not be allowed to exist,"" $heOrShe says. ""Bring us any of these you may find, and we shall gladly purify and unmake them. Praise be to Ludd.""","colony_titheStabilizerGive1:Tithe 1 Stabilizer
colony_titheStabilizerGive2:Tithe 2 Stabilizers
colony_titheStabilizerGive5:Tithe 5 Stabilizers
cutCommLink:Done",
colony_titheStabilizerGive5HasEnoughSel,DialogOptionSelected,"$option == colony_titheStabilizerGive5
PlayerHasCargo ix_antimatter_stabilizer 5","AdjustRep $personFaction.id 50
AdjustRepActivePerson 50
AddRemoveAnyItem RESOURCES ix_antimatter_stabilizer -5",,,
colony_titheStabilizerGive5NotEnoughSel,DialogOptionSelected,"$option == colony_titheStabilizerGive5
!PlayerHasCargo ix_antimatter_stabilizer 5",SetEnabled colony_titheStabilizerGive5 false,You do not have enough Antimatter Stabilizers,,
colony_titheStabilizerGive2HasEnoughSel,DialogOptionSelected,"$option == colony_titheStabilizerGive2
PlayerHasCargo ix_antimatter_stabilizer 2","AdjustRep $personFaction.id 20
AdjustRepActivePerson 20
AddRemoveAnyItem RESOURCES ix_antimatter_stabilizer -2",,,
colony_titheStabilizerGive2NotEnoughSel,DialogOptionSelected,"$option == colony_titheStabilizerGive2
!PlayerHasCargo ix_antimatter_stabilizer 2","SetEnabled colony_titheStabilizerGive5 false
SetEnabled colony_titheStabilizerGive2 false",You do not have enough Antimatter Stabilizers,,
colony_titheStabilizerGive1HasEnoughSel,DialogOptionSelected,"$option == colony_titheStabilizerGive1
PlayerHasCargo ix_antimatter_stabilizer 1","AdjustRep $personFaction.id 10
AdjustRepActivePerson 10
AddRemoveAnyItem RESOURCES ix_antimatter_stabilizer -1",,,
colony_titheStabilizerGive1NotEnoughSel,DialogOptionSelected,"$option == colony_titheStabilizerGive1
!PlayerHasCargo ix_antimatter_stabilizer",,You have no more Antimatter Stabilizers,cutCommLink:Done,
,,,,,,
# Already has AI Assisted Command,,,,,,
pk_diploIXOfferHasBgAlready,PopulateOptions,"$isPerson
!$player.turnedInPlanetkiller
PK_CMD rightPostToAcceptPK
$personFaction.id == ix_battlegroup
$global.can_build_embassy == true",,,"pk_diploIXHasBgAlready:""I propose normalizing relations between the Fleet and another major faction.""",#Only those who started with the background can already build the embassy without having turned in the weapon
pk_diploIXHasBgAlreadySel,DialogOptionSelected,$option == pk_diploIXHasBgAlready,,"$PersonRank $personLastName gives you a puzzled look.

""We already trained you in how to proceed, and gave you the means to carry out your mission. Now we're awaiting your report. Nothing else needs to be said.""

It's clear by $hisOrHer tone that $heOrShe is done with this conversation. You will need to build a Fleet Embassy and arrange matters with another faction, if you haven't done so already.",cutCommLink:Attend to other business,
,,,,,,
# Already has PK,,,,,,
pk_diploOfferIX,PopulateOptions,"$isPerson
!$player.turnedInPlanetkiller
PK_CMD rightPostToAcceptPK
$personFaction.id == ix_battlegroup
!$global.can_build_embassy
!$global.talked_about_embassy_pk",,,"pk_diploIX:""I propose normalizing relations between the Fleet and another major faction.""",
pk_diploIXSel,DialogOptionSelected,$option == pk_diploIX,,"""That's quite the proposal."" $PersonRank $personLastName gives the barest hint of a smile. ""And to be honest, you're not the first one to suggest it. I'll be upfront. Our mission is quite clear. We aim to dissolve all non-compliant polities in this volume of space and restore it to Domain rule. There is no 'negotiating' with the mission. If you've come as a formal representative offering unconditional surrender, we can talk. Otherwise, there's nothing more to discuss.""","pk_diploIX2:""Won't you at least listen to what I have to say?""
pk_diploIXnm:""Alright, never mind.""",
pk_diploIXHasBombAlreadySel,DialogOptionSelected,"$option == pk_diploIX
PlayerHasCargo planetkiller",,"""That's quite the proposal."" $PersonRank $personLastName gives the barest hint of a smile. ""And to be honest, you're not the first one to suggest it. I'll be upfront. Our mission is quite clear. We aim to dissolve all non-compliant polities in this volume of space and restore it to Domain rule. There is no 'negotiating' with the mission. If you've come as a formal representative offering unconditional surrender, we can talk. Otherwise, there's nothing more to discuss.""","pk_diploIX2HasBombAlready:""Did you know I have a planetkiller? At least hear my offer.""
pk_diploIXnm:""Alright, never mind.""",#Bringing up this topic with the IX will make TT Arroyo unhappy
pk_diploIXnmSel,DialogOptionSelected,$option == pk_diploIXnm,FireAll PopulateOptions,"""Very well,"" $personLastName nods. ""Let us move on.""",,
pk_diploIX2HasBombAlreadySel,DialogOptionSelected,$option == pk_diploIX2HasBombAlready,$cameToYouSecondWithPK = true,"""Well that's certainly one way to bring up the topic,"" $heOrShe says. ""Are you suggesting you'll gift it to us in the name of diplomacy?""","pk_diploIX3:""Exactly, call it a token of trust.""
pk_diploIXbackOut:""Not exactly.""",
pk_diploIXbackOutSel,DialogOptionSelected,$option == pk_diploIXbackOut,,"""I see,"" $heOrShe pauses. ""Well, I'm very busy. Contact me again when you've decided what to do with it.""

$PersonRank $personLastName unceremoniously ends the transmission, leaving your to contemplate the thunderbolt logo of the 9th Domain Battlegroup.",cutCommLink:Attend to other business,
pk_diploIX3Sel,DialogOptionSelected,$option == pk_diploIX3,"RemoveOption pk_diploOfferIX
RemoveOption pk_diploOfferPKMissingIX
RemoveOption pk_diploOfferPKFoundIX
RemoveOption pk_turnInIXpanopticon","$PersonRank $personLastName pauses for a moment, appearing genuinely surprised. ""Well, my day just got interesting. Pardon me. We'll speak again soon.""

After keeping you waiting for several minutes, $personLastName returns onscreen with a broad smile on his face. 

""Fleet Command greatly appreciate your gesture. I've been informed that an official representative will be arriving at your ship within the day to receive the PK device and discuss how we may proceed. You've done us a great service, captain. Thank you.""",pk_diploIXaccepted:Continue,
pk_diploIXacceptedSel,DialogOptionSelected,$option == pk_diploIXaccepted,,"Your ship receives a distinguished older gentleman just in time for dinner, no doubt a deliberate choice. His shuttle soon departs with the secured planetkiller.

Over a bottle of fine wine at the captain's table, he informs you on what the Fleet has planned. They recognize you as a pragmatic sort, and would not demand that you decide here and now which faction you would wish to seek a peace treaty with the 9th Domain Battlegroup.

Instead, you are given the plans for a grand diplomatic facility. Once it is constructed, the Fleet will begin negotiating with whichever faction that controls the colony. Relations are unlikely to improve immediately. But with effort, perhaps on your part as well, an accord, or even an alliance, may eventually be reached.",pk_diploIXaccepted2:Continue,
pk_diploIXaccepted2Sel,DialogOptionSelected,$option == pk_diploIXaccepted2,,"Keeping the embassy on one of your own colonies won't be enough to start negotiations with another faction, but should you maintain good relations with the Fleet, they will send ships to help defend your territory in turn.

Furthermore, you are given a very powerful, and no doubt very illegal, AI core. For all their talk of restoring the Domain, the Fleet makes no secret of using such dangerous advanced technology. Interfacing the core with the embassy or another specialized monitoring station will be of immense benefit to your colonies.",pk_diploIXaccepted3:Continue,
pk_diploIXaccepted3Sel,DialogOptionSelected,$option == pk_diploIXaccepted3,"AddTextSmall ""You can now construct a Fleet Embassy"" good
AddCommodity ix_panopticon_instance 1
AdjustRep ix_battlegroup 25
AdjustRepActivePerson 25
AddRemoveAnyItem SPECIAL planetkiller -1
$global.gavePKtoIX = true
$player.turnedInPlanetkiller = true
AddPotentialContact
$player.ethosOrder++
$receivedAPlanetkillerFromPlayer
$global.can_build_embassy = true","However, the diplomat warns that should the location of the embassy be invaded, the Fleet will disregard previous efforts and open negotiations with the conquerors. There is no place for weakness in their designs for the future. 

The diplomat will be staying aboard until he can take up residence at the embassy. For good or ill, you may have just permanently tilted the balance of power in the Sector.",cutCommLink:Attend to other business,
,,,,,,
# Doesn't have PK yet,,,,,,
pk_diploIX2Sel,DialogOptionSelected,$option == pk_diploIX2,$global.talked_about_embassy_pk = true,"""As I said, there's nothing more to...""

$personLastName pauses, distracted by an incoming message. $HeOrShe quickly scans $hisOrHer screen and frowns. 

""This is highly unusual, but Fleet Command just informed me that in exchange for a show of dedication and good faith, they will accept your proposal. Deliver an intact PK device to us, and we can proceed. It'll be up to you to find one. That's all I have to say for now.""","pk_diploIX2GoodBye:""Very well.""",
pk_diploIX2GoodByeSel,DialogOptionSelected,$option == pk_diploIX2GoodBye,FireAll PopulateOptions,"$HeOrShe nods. ""Was there anything else?""",cutCommLink:Attend to other business,
,,,,,,
# Still doesn't have PK yet,,,,,,
pk_diploOfferPKMissingIX,PopulateOptions,"$isPerson
!$player.turnedInPlanetkiller
PK_CMD rightPostToAcceptPK
$personFaction.id == ix_battlegroup
$global.talked_about_embassy_pk
!PlayerHasCargo planetkiller",,,"pk_diploIXReminderPKMissing:""I propose normalizing relations between the Fleet and another major faction.""",
pk_diploIXReminderPKMissingSel,DialogOptionSelected,$option == pk_diploIXReminderPKMissing,FireAll PopulateOptions,"""As previously discussed, negotiations cannot proceed until you deliver to us a PK device,"" $heOrShe says. ""Was there anything else?""",,
,,,,,,
# Found PK after talking about diplo,,,,,,
pk_diploOfferPKFoundIX,PopulateOptions,"$isPerson
!$player.turnedInPlanetkiller
PK_CMD rightPostToAcceptPK
$personFaction.id == ix_battlegroup
$global.talked_about_embassy_pk
PlayerHasCargo planetkiller",,,"pk_diploIXHandover:""I propose normalizing relations between the Fleet and another major faction.""",
pk_diploIXHandoverSel,DialogOptionSelected,$option == pk_diploIXHandover,,"""And are you willing to hand over the PK device?"" Asks $PersonRank $personLastName. ""We've already detected it in orbit.""","pk_diploIX3:""Yes.""
pk_diploIXbackOut:""Not yet.""",
,,,,,,
# Already gave PK for something else,,,,,,
pk_diploOfferFailedIX,PopulateOptions,"$isPerson
$player.turnedInPlanetkiller
PK_CMD rightPostToAcceptPK
$personFaction.id == ix_battlegroup
!$global.can_build_embassy
!$global.ended_embassy_attempt_pk",,,"pk_diploIXAlreadyGavePK:""I propose normalizing relations between the Fleet and another major faction.""",#Lost out on building embassy because pk was already handed over
