trail,projectile,sprite,minLength,fadeIn,duration,fadeOut,sizeIn,sizeOut,colorIn,colorOut,opacity,textLength,textScroll,distance,dispersion,drift,fadeOnFadeOut,angleAdjustment,additive,velocityIn,velocityOut,randomVelocity,angle,rotationIn,rotationOut,randomRotation,renderBelowExplosions
uaf_railgun_trail4_lg_catun,uaf_pu_beam_lg_catun,base_trail_weave,10,0.05,0.5,0.4,10,5,"[51,85,130]","[50,50,50]",0.2,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
uaf_railgun_trail5_lg_catun,uaf_pu_beam_lg_catun,base_trail_aura,10,0.05,0.5,0.8,10,5,"[51,85,130]","[50,50,50]",0.6,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
uaf_railgun_trail1_lg_kanshee,uaf_pu_beam_lg_kanshee,base_trail_zapWithCore,10,0.05,0,0.25,6,2.5,"[255,255,175]","[238,130,238]",0.4,300,100,30,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,false,false
uaf_railgun_trail2_lg_kanshee,uaf_pu_beam_lg_kanshee,base_trail_zapWithCore,10,0,0.05,0.15,6,2.5,"[255,255,175]","[255,45,0]",0.4,300,100,30,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,false,false
uaf_railgun_trail3_lg_kanshee,uaf_pu_beam_lg_kanshee,base_trail_weave,10,0.05,0.5,0.4,6,2.5,"[255,255,175]","[50,50,50]",0.2,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
uaf_railgun_trail4_lg_kanshee,uaf_pu_beam_lg_kanshee,base_trail_weave,10,0.05,0.5,0.4,6,2.5,"[100,165,255]","[50,50,50]",0.2,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
uaf_railgun_trail5_lg_kanshee,uaf_pu_beam_lg_kanshee,base_trail_aura,10,0.05,0.5,0.8,6,2.5,"[100,165,255]","[50,50,50]",0.6,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
uaf_railgun_trail1_lg_piercing,uaf_pu_ash_lg_piercing,base_trail_zapWithCore,10,0.05,0,0.25,12,4,"[255,255,175]","[238,130,238]",0.4,300,100,30,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,false,false
uaf_railgun_trail2_lg_piercing,uaf_pu_ash_lg_piercing,base_trail_zapWithCore,10,0,0.05,0.15,25,10,"[51,85,130]","[255,45,0]",0.4,300,100,30,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,false,false
uaf_railgun_trail3_lg_piercing,uaf_pu_ash_lg_piercing,base_trail_weave,10,0.05,0.5,0.4,10,5,"[255,255,175]","[50,50,50]",0.2,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
uaf_railgun_trail4_lg_piercing,uaf_pu_ash_lg_piercing,base_trail_weave,10,0.05,0.5,0.4,10,5,"[51,85,130]","[50,50,50]",0.2,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
uaf_railgun_trail5_lg_piercing,uaf_pu_ash_lg_piercing,base_trail_aura,10,0.05,0.5,0.8,10,5,"[51,85,130]","[50,50,50]",0.6,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
,,,,,,,,,,,,,,,,,,,,,,,,,,,
uaf_railgun_trail1_md,uaf_pu_ash_md,base_trail_zapWithCore,8,0.05,0,0.25,5,2,"[255,255,175]","[238,130,238]",0.4,300,100,30,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,false,false
uaf_railgun_trail2_md,uaf_pu_ash_md,base_trail_zapWithCore,8,0,0.05,0.15,10,4,"[51,85,130]","[255,45,0]",0.4,300,100,30,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,false,false
uaf_railgun_trail3_md,uaf_pu_ash_md,base_trail_weave,8,0.05,0.5,0.4,4,2.5,"[255,255,175]","[50,50,50]",0.2,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
uaf_railgun_trail4_md,uaf_pu_ash_md,base_trail_weave,8,0.05,0.5,0.4,4,2.5,"[51,85,130]","[50,50,50]",0.2,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
uaf_railgun_trail5_md,uaf_pu_ash_md,base_trail_aura,8,0.05,0.5,0.8,4,2.5,"[51,85,130]","[50,50,50]",0.6,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
,,,,,,,,,,,,,,,,,,,,,,,,,,,
uaf_railgun_trail1_md_piercing,uaf_pu_ash_md_piercing,base_trail_zapWithCore,8,0.05,0,0.25,10,4,"[255,255,175]","[238,130,238]",0.4,300,100,30,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,false,false
uaf_railgun_trail2_md_piercing,uaf_pu_ash_md_piercing,base_trail_zapWithCore,8,0,0.05,0.15,20,8,"[51,85,130]","[255,45,0]",0.4,300,100,30,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,false,false
uaf_railgun_trail3_md_piercing,uaf_pu_ash_md_piercing,base_trail_weave,8,0.05,0.5,0.4,8,5,"[255,255,175]","[50,50,50]",0.2,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
uaf_railgun_trail4_md_piercing,uaf_pu_ash_md_piercing,base_trail_weave,8,0.05,0.5,0.4,8,5,"[51,85,130]","[50,50,50]",0.2,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
uaf_railgun_trail5_md_piercing,uaf_pu_ash_md_piercing,base_trail_aura,8,0.05,0.5,0.8,8,5,"[51,85,130]","[50,50,50]",0.6,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
,,,,,,,,,,,,,,,,,,,,,,,,,,,
uaf_railgun_trail1_sm,uaf_pu_ash_sm,base_trail_zapWithCore,5,0.05,0,0.25,6,4,"[255,255,175]","[238,130,238]",0.4,300,100,30,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,false,false
uaf_railgun_trail2_sm,uaf_pu_ash_sm,base_trail_zapWithCore,5,0,0.05,0.15,12,5,"[51,85,130]","[255,45,0]",0.4,300,100,30,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,false,false
uaf_railgun_trail3_sm,uaf_pu_ash_sm,base_trail_weave,5,0.05,0.5,0.4,5,2,"[255,255,175]","[50,50,50]",0.2,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
uaf_railgun_trail4_sm,uaf_pu_ash_sm,base_trail_weave,5,0.05,0.5,0.4,5,2,"[51,85,130]","[50,50,50]",0.2,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
uaf_railgun_trail5_sm,uaf_pu_ash_sm,base_trail_aura,5,0.05,0.5,0.8,5,2,"[51,85,130]","[50,50,50]",0.6,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
,,,,,,,,,,,,,,,,,,,,,,,,,,,
uaf_railgun_trail1_xl,uaf_pu_ash_xl,base_trail_zapWithCore,15,0.05,0,0.25,15,4,"[255,255,175]","[238,130,238]",0.4,300,100,30,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,false,false
uaf_railgun_trail2_xl,uaf_pu_ash_xl,base_trail_zapWithCore,15,0,0.05,0.15,30,10,"[51,85,130]","[255,45,0]",0.4,300,100,30,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,false,false
uaf_railgun_trail3_xl,uaf_pu_ash_xl,base_trail_weave,15,0.05,0.5,0.4,12,5,"[255,255,175]","[50,50,50]",0.2,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
uaf_railgun_trail4_xl,uaf_pu_ash_xl,base_trail_weave,15,0.05,0.5,0.4,12,5,"[51,85,130]","[50,50,50]",0.2,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
uaf_railgun_trail5_xl,uaf_pu_ash_xl,base_trail_aura,15,0.05,0.5,0.8,12,5,"[51,85,130]","[50,50,50]",0.6,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
,,,,,,,,,,,,,,,,,,,,,,,,,,,
uaf_railgun_trail1_lynx,uaf_pu_ash_exp,base_trail_zapWithCore,5,0.05,0,0.25,6,4,"[255,255,175]","[238,130,238]",0.4,300,100,30,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,false,false
uaf_railgun_trail2_lynx,uaf_pu_ash_exp,base_trail_zapWithCore,5,0,0.05,0.15,12,10,"[238,130,238]","[255,45,0]",0.4,300,100,30,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,false,false
uaf_railgun_trail3_lynx,uaf_pu_ash_exp,base_trail_weave,5,0.05,0.5,0.4,5,5,"[255,255,175]","[50,50,50]",0.2,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
uaf_railgun_trail4_lynx,uaf_pu_ash_exp,base_trail_weave,5,0.05,0.5,0.4,5,5,"[238,130,238]","[50,50,50]",0.2,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
uaf_railgun_trail5_lynx,uaf_pu_ash_exp,base_trail_aura,5,0.05,0.5,0.8,5,5,"[238,130,238]","[50,50,50]",0.6,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
uaf_railgun_trail_sm_1,uaf_fw_76mm,base_trail_zapWithCore,3,0.5,0.1,0.5,3,4,"[255,255,175,240]","[255,255,175,240]",0.3,300,100,10,5,1,TRUE,FALSE,TRUE,5,10,0.4,0,0,100,true,false
,,,,,,,,,,,,,,,,,,,,,,,,,,,
uaf_bomb_trail_sm,uaf_bomb_proj_small,base_trail_aura,20,0.5,0.3,0.5,12,7,"[0,0,139,255]","[156,129,238,75]",0.4,300,100,40,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,false,false
uaf_bomb_trail_md,uaf_bomb_proj_med,base_trail_aura,20,0.5,0.3,0.5,12,7,"[0,0,139,255]","[156,129,238,75]",0.4,300,100,40,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,false,false
uaf_bomb_trail_lg,uaf_bomb_proj,base_trail_aura,20,0.5,0.3,0.5,12,7,"[0,0,139,255]","[156,129,238,75]",0.4,300,100,40,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,false,false
,,,,,,,,,,,,,,,,,,,,,,,,,,,
uaf_railgun_trail1_lg_herexa,uaf_pu_aarm_lg_herexa,base_trail_zapWithCore,10,0.05,0,0.25,20,2.5,"[255,255,175]","[238,130,238]",0.1,300,100,30,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,false,false
uaf_railgun_trail2_lg_herexa,uaf_pu_aarm_lg_herexa,base_trail_zapWithCore,10,0,0.05,0.15,15,2.5,"[255,255,175]","[255,45,0]",0.1,300,100,30,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,false,false
uaf_railgun_trail3_lg_herexa,uaf_pu_aarm_lg_herexa,base_trail_weave,10,0.05,0.5,0.3,10,2.5,"[255,255,175]","[50,50,50]",0.2,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
uaf_railgun_trail4_lg_herexa,uaf_pu_aarm_lg_herexa,base_trail_weave,10,0.05,0.5,0.3,10,2.5,"[100,165,255]","[50,50,50]",0.2,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
uaf_railgun_trail5_lg_herexa,uaf_pu_aarm_lg_herexa,base_trail_aura,10,0.05,0.5,0.6,20,2.5,"[100,165,255]","[50,50,50]",0.2,300,100,20,5,1,TRUE,FALSE,TRUE,5,20,0.4,0,0,100,true,false
,,,,,,,,,,,,,,,,,,,,,,,,,,,
uaf_railgun_trail1_lg_weiss,uaf_flak_heavy,base_trail_zapWithCore,10,0.05,0,0.25,6,2.5,"[255,255,175]","[238,130,238]",0.4,300,100,30,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,false,false
