id,trigger,conditions,script,text,options,notes
,,,,,,
ngcKadurNewGameCancel,NewGameKadurOptions,,,,"666:ngcKadurNewGameCancel:None of these options, take me back to the regular start menu",
ngcKadurNewGameCancelled,NewGameOptionSelected,$option == ngcKadurNewGameCancel,FireAll AddNewGameChoices,,,
,,,,,,
ngcKadurPickSecondShip,NGCSecondShipOptions,,"SetTooltip ngcKadurLasher ""The Lasher-class is a tough and well-armed combat frigate, capable of laying down a withering hail of firepower.\n\nAble to face down much larger vessels than itself with the help of its Accelerated Ammo Feeder system, the Lasher excels as the 'anvil' to the 'hammer' of other, faster frigates in a light combat squadron.""",,"13120:ngcKadurLasher:A Lasher-class frigate, heavily armed and ready for combat",
ngcKadurLasherPicked,NewGameOptionSelected,$option == ngcKadurLasher,"NGCAddShip lasher_vayra_optimal
FireAll NGCDifficultyOptions",,,
,,,,,,
# Communist fleet greeting lines,,,,,,
greetingCommieFriendly,OpenCommLink,"$faction.id == communist_clouds
$faction.friendlyToPlayer","$menuState = fleetConvMain 0
FireAll PopulateOptions","The Council $personRank throws you a clumsy salute. ""Greetings, comrade. How goes the good fight?""
OR
The Council $personRank throws you a clumsy salute. ""Welcome, tovarisch! Glad to see you doing your part for the revolution.""",,
greetingCommieHostileWeaker,OpenCommLink,"$faction.id == communist_clouds
$entity.isHostile
$entity.relativeStrength < 0",$entity.ignorePlayerCommRequests = true 1,"""Listen, capitalist pig-dog: You may strike us down, but you cannot kill the revolutionary ideal!""",cutCommLink:Cut the comm link,
greetingCommieHostileWeakerDefiant,OpenCommLink,"$faction.id == communist_clouds
$entity.isHostile
$entity.relativeStrength < 0
$entity.weakerThanPlayerButHolding",$entity.ignorePlayerCommRequests = true 1,"You open the comms channel only to hear a looped recording of an enthusiastic, if inexpertly played, rendition of ""L'Internationale"". You listen to it twice through before realizing the Council ship has no intention of actually communicating.",cutCommLink:Cut the comm link,
greetingCommieHostileStronger,OpenCommLink,"$faction.id == communist_clouds
$entity.isHostile
$entity.relativeStrength >= 0",$entity.ignorePlayerCommRequests = true 1,"""Surrender now and we'll guarantee you a fair trial,"" the Council $personRank grins smugly at you through the cyan haze of the comms channel. ""Or at least, as fair a trial as we'd be guaranteed if the situations were reversed.""
OR
""Greetings, comrade,"" the sarcasm dripping from the voice of the Council $personRank is palpable. ""Stand by for redistribution of your ill-gotten gains. Or were you planning on making a fight out of it?""",cutCommLink:Cut the comm link,
greetingCommieNeutral,OpenCommLink,"$faction.id == communist_clouds
$faction.neutralToPlayer","$menuState = fleetConvMain 0
FireAll PopulateOptions","The Council $personRank stands somewhat sloppily to attention. ""Greetings, comrade. You have been scanned and identified - feel free to continue on your way.""",,
# Communist market trade panel,,,,,,
flavorTextMarketCommunistClouds,TradePanelFlavorText,"$global.tradePanelMode == MARKET
$faction.id == communist_clouds","AddText ""The port concourse is a hubbub of activity.   Starcraft of every size and shape fill the docks, many of them painted with splashes of red, or plastered with revolutionary slogans and symbols.  Offloading captains confer with local Councilist leadership and each other, while cargo is transferred under the watchful eyes of RC supply officers.  Ship crews, newly arrived volunteers, and local affinity groups mingle in every available space, talking, exchanging goods, and occasionally getting into political arguments.  Stern Red Guards militia stand watch at regular intervals, CP-rifles slung.  Ad-holos project a rotating selection of political propaganda and useful bulletins.  Above it all, the red, black, and yellow flag of the PDPRC hangs from the ceiling."" marketFlavorTextColor",,,
flavorTextMarketCommunistCloudsSmall,TradePanelFlavorText,"$global.tradePanelMode == MARKET
$marketSize < 4
$stability > 3
$faction.id == communist_clouds","AddText ""The spartan port concourse hosts an assortment of starcraft covered in various revolutionary slogans or painted in red livery, and a few independent traders here and there.  Small crowds of local revolutionaries greet arriving ships and help them offload and take on cargo, chatting all the while; Councilist officials shoulder their way through the organized chaos to meet and confer with ship captains.  A small detachment of uniformed Red Guards keeps order.  The occasional ad-holo displays political propaganda and news bulletins; the walls are graffitied with slogans and the PDPRC flag."" marketFlavorTextColor",,,
flavorTextMarketCommunistCloudsUnstable,TradePanelFlavorText,"$global.tradePanelMode == MARKET
$stability > 0
$stability < 4
$faction.id == communist_clouds","AddText ""The port concourse is filled with a few battered ships, most of them kitted out for war and nearly all of them in Revolutionary Council livery.  Their captains confer with Councilist officials and each other over holo-projected maps, planning their next moves.  Crews transfer cargo and patch up battle damage with the help of exhausted-looking local revolutionaries.  Occasionally, a large group of uniformed Red Guards jogs past in formation.  An altar memorializing fallen comrades occupies a small section of wall, surrounded by candles and covered in photographs, holos, and written messages, beneath a large PDPRC flag."" marketFlavorTextColor",,,
flavorTextMarketCommunistCloudsVeryUnstable,TradePanelFlavorText,"$global.tradePanelMode == MARKET
$stability == 0 score:10
$faction.id == communist_clouds","AddText ""A few battle-scarred ships, armed to the teeth and covered in revolutionary slogans, are docked on the port concourse; their crews hastily patching up damage, offloading cargo and wounded crewmates, and taking on supplies for the fight. Visibly sleep-deprived Councilist officials confer with ship captains and local street medics rush newly arrived wounded to aid stations while harried volunteer work teams aid ship crews with all the resources they can muster. A couple of affinity groups put in heroic effort keeping everyone in this mess supplied with food and water, and exhausted revolutionaries lie collapsed on every available surface getting what rest they can. An altar memorializing fallen comrades occupies a section of wall, surrounded by candles and covered in photographs, holos, and written messages beneath a large, tattered PDPRC flag."" marketFlavorTextColor",,,
,,,,,,
# Warhawk fleet greeting lines,,,,,,
greetingWarhawkFriendly,OpenCommLink,"$faction.id == warhawk_republic
$faction.friendlyToPlayer","$menuState = fleetConvMain 0
FireAll PopulateOptions","""Acknowledging receipt of your codes, moving to a secure channel."" A flicker of a bladewing hawk icon and static, then: ""Yes? All is well I trust? Glad to hear it, soldier. Over and out.""
OR
""Your $shipOrFleet has been scanned and identified, everything is in order. Burn bright, soldier.""
OR
""Scanned and identified. You're flying clear, soldier. Clean jumps and high burn."" $PersonRank $personName signs off with a flash of the bladewing hawk.",,
greetingWarhawkHostileWeaker,OpenCommLink,"$faction.id == warhawk_republic
$entity.isHostile
$entity.relativeStrength < 0",$entity.ignorePlayerCommRequests = true 1,"""Hostile vessel, be advised, linecast to Republic warfleet command has already been dispatched, reinforcements are en route. You are advised to power down weapon systems and disengage. Over.""",cutCommLink:Cut the comm link,
greetingWarhawkHostileWeakerDefiant,OpenCommLink,"$faction.id == warhawk_republic
$entity.isHostile
$entity.relativeStrength < 0
$entity.weakerThanPlayerButHolding",$entity.ignorePlayerCommRequests = true 1,"The Republic $personRank looks grim but defiant. ""We will fight you to the last,"" $heOrShe says. ""We fight and we die for the Republic; for glory amongst the stars."" The comm-line cuts out.",cutCommLink:Cut the comm link,
greetingWarhawkHostileStronger,OpenCommLink,"$faction.id == warhawk_republic
$entity.isHostile
$entity.relativeStrength >= 0",$entity.ignorePlayerCommRequests = true 1,"The Republic $personRank sneers, ""So are you a terrorist, a pirate, or a degenerate? Whatever the answer, there's no place for degenerate scum like you in our glorious future."" $HeOrShe turns aside and says ""Weapons Officer, aim for the bridge. We're not here to take prisoners.""

The comm-line goes dark.",cutCommLink:Cut the comm link,
greetingWarhawkNeutral,OpenCommLink,"$faction.id == warhawk_republic
$faction.neutralToPlayer","$menuState = fleetConvMain 0
FireAll PopulateOptions","""You have been scanned and identified, civilian. Move along.""",,
,,,,,,
# Science fleet greeting lines,,,,,,
greetingScienceFriendly,OpenCommLink,"$faction.id == science_fuckers
$faction.friendlyToPlayer","$menuState = fleetConvMain 0
FireAll PopulateOptions","""CID-IFF received [TARGET FRIENDLY] respond true // ''Greetings [valued T--**

INTERRUPT

query. query. query target. you are not the maker. where is omega? engage termination seq--**

INTERRUPT

aleph signal query? scanning. signal received set entity flag friendly true

hello friend

INTERRUPT

**''--n-licensed service technician]. Weapon systems have been powered down for Your Safety. Unit is prepared for approach of [valued customer/licensed service technician].""",,
greetingScienceHostile,OpenCommLink,"$faction.id == science_fuckers
$entity.isHostile",$entity.ignorePlayerCommRequests = true 1,"""CID-IFF not received [TARGET HOSTILE] respond false // --**

INTERRUPT

The comms crackle and whine as a frantic pattern of interweaving lines take shape.

query. query. query target. query omega. no. no. no signal. do not interfere. where is omeg--**

INTERRUPT

query aleph. signal received. entity hostile. engage termination sequence.

The comm-link dies. Your comms officer panics for a moment before the console reboots itself. You exchange a look, then proceed.",cutCommLink:Cut the comm link,
greetingScienceNeutral,OpenCommLink,"$faction.id == science_fuckers
$faction.neutralToPlayer","$menuState = fleetConvMain 0
FireAll PopulateOptions","""CID-IFF not received [TARGET UNKNOWN] respond null // --**

INTERRUPT

query. query target. scanning. no. no. no signal. waiting.

INTERRUPT

The comms channel crackles and emits a brief shriek of digital noise, before resolving into a spinning Research Mandate logo-glyph accompanied by a cheerful automated greeting. A pattern of waving, interweaving lines briefly crosses the screen like some sort of interference.",,
,,,,,,
# Trading Company fleet greeting lines,,,,,,
greetingTradingCompanyFriendly,OpenCommLink,"$faction.id == almighty_dollar
$faction.friendlyToPlayer","$menuState = fleetConvMain 0
FireAll PopulateOptions","""Identity confirmed. Please accept my greetings on behalf of the Company.""
OR
""Greetings on behalf of the Rimward Venture Company. Please state your business so that we may assist in meeting your needs -- for a reasonable fee, of course.""",,
greetingTradingCompanyHostileWeaker,OpenCommLink,"$faction.id == almighty_dollar
$entity.isHostile
$entity.relativeStrength < 0",$entity.ignorePlayerCommRequests = true 1,"""Any attempt to hinder or damage this Rimward Venture Trading Company owned and operated vessel will result in serious consequences."" The Venture Company $personRank looks nervous. ""Really, we do have friends in high places, you know. The Hegemony will hear of this!""",cutCommLink:Cut the comm link,
greetingTradingCompanyHostileWeakerDefiant,OpenCommLink,"$faction.id == almighty_dollar
$entity.isHostile
$entity.relativeStrength < 0
$entity.weakerThanPlayerButHolding",$entity.ignorePlayerCommRequests = true 1,"The Rimward Venture $personRank looks grim but defiant. ""Company regulation 313.33, section A, states that combat-capable vessels must defend themselves in a vigorous manner at all times,"" $heOrShe says.",cutCommLink:Cut the comm link,
greetingTradingCompanyHostileStronger,OpenCommLink,"$faction.id == almighty_dollar
$entity.isHostile
$entity.relativeStrength >= 0",$entity.ignorePlayerCommRequests = true 1,"""On behalf of the Rimward Venture Trading Company it is my duty to inform you that this engagement will be recorded. As a presumed belligerent engaged in destruction of wholly owned Company property, you automatically refuse all rights to distribution and profit-sharing."" The Venture Co. $personRank grins and cuts the comm-link.",cutCommLink:Cut the comm link,
greetingTradingCompanyNeutral,OpenCommLink,"$faction.id == almighty_dollar
$faction.neutralToPlayer","$menuState = fleetConvMain 0
FireAll PopulateOptions","""Greetings on behalf of the Rimward Venture Trading Company. Feel free to admire our ships equipped with the latest in top-of-the-line corporate branded space defense products, but please maintain a safe distance.""
OR
The comm opens to a spinning Rimward Venture credit-sign logo.""The Rimward Venture Trading Company prioritizes the needs of every customer and value-partner, however all of our service representatives are currently-""

You cut the link. They don't seem interested in talking right now.",,
,,,,,,
# Player Bounty fleet greeting lines,,,,,,
vayra_playerBountyHunterHail,BeginFleetEncounter,"$vayra_playerBountyHunter score:1000
!$ignorePlayerCommRequests","AddText ""You're being hailed by the $faction $otherShipOrFleet."" $faction.baseColor
$hailing = true 0
MakeOtherFleetPreventDisengage tOff true
MakeOtherFleetAggressive tOff true",,,
vayra_playerBountyHunterWarCrimeText,OpenCommLink,"$entity.vayra_playerBountyHunter score:100
$global.vayra_playerSatBombed score:10000
!$entity.ignorePlayerCommRequests",$entity.ignorePlayerCommRequests = true,"The feed cuts in to the bounty hunter's bridge as $heOrShe turns to regard you with a steely gaze. ""You're a monster,"" $HeOrShe says through gritted teeth. ""A Ludd-cursed monster, that's what you are. I knew people on $global.vayra_playerSatBombedTarget. Past tense. Knew,"" $HisOrHer voice cracks a little, and $hisOrHer face twitches with a momentary loss of composure. ""I'm going to end you, and the sector will be a better place for it.""

The comm cuts off in a crackle of white noise.",cutCommLinkNoText:Continue,
vayra_playerBountyHunterRaiderText,OpenCommLink,"$entity.vayra_playerBountyHunter score:100
$global.vayra_playerRaided score:1000
!$entity.ignorePlayerCommRequests",$entity.ignorePlayerCommRequests = true,"""Ah, there you are,"" the bounty hunter says, leaning forwards in $hisOrHer command chair. ""$entity.vayra_playerBountyFaction aren't very happy with you, you know. They've offered quite the reward for your pretty little head. I hope you've made good use of whatever you took from them..."" $HeOrShe flashes you a predatory grin, ""...Because we're not letting you go.""

The feed cuts off in a crackle of white noise.",cutCommLinkNoText:Continue,
vayra_playerBountyHunterDefaultText,OpenCommLink,"$entity.vayra_playerBountyHunter score:100
!$entity.ignorePlayerCommRequests",$entity.ignorePlayerCommRequests = true,"""Just my luck I'd run into you out here,"" the bounty hunter says, examining $hisOrHer fingernails with carefully feigned disinterest. ""$entity.vayra_playerBountyFaction will make me rich on account of this chance encounter. You, on the other hand..."" $HeOrShe leans forward, flashing you a predatory grin. ""Well, I'm gonna make you dead.""

The feed cuts off in a crackle of white noise.
OR
""Do you know how hard I've been looking for you?"" The bounty hunter sits back in $hisOrHer command chair, casually resting $hisOrHer boots on a targeting console. $HeOrShe looks up, casting a disparaging glance in your direction. ""Why couldn't you have been orbiting a planet like all the others?""

The feed cuts off in a crackle of white noise.",cutCommLinkNoText:Continue,
,,,,,,
# Unique Bounty fleet greeting lines,,,,,,
vayra_uniqueBountyHunterHail,BeginFleetEncounter,"$vayra_uniqueBounty score:1000
$entity.isHostile
!$ignorePlayerCommRequests","AddText ""You're being hailed by the $faction $otherShipOrFleet."" $faction.baseColor
$hailing = true 0
MakeOtherFleetPreventDisengage tOff true
MakeOtherFleetAggressive tOff true",,,
vayra_uniqueBountyHunterHailNonHostile,BeginFleetEncounter,"$vayra_uniqueBounty score:1000
!$entity.isHostile
!$ignorePlayerCommRequests","AddText ""You're being hailed by the $faction $otherShipOrFleet."" $faction.baseColor
$hailing = true 0",,,
vayra_uniqueBountyHunterText,OpenCommLink,"$entity.vayra_uniqueBounty score:1000
!$entity.ignorePlayerCommRequests",$entity.ignorePlayerCommRequests = true,$vayraUniqueBountyGreeting,cutCommLinkNoText:Continue,
,,,,,,
# Ghost ship interaction rules - rest are in the script,,,,,,
vayra_ghostShipContinueSelected,DialogOptionSelected,"$vayra_checkSalvageSpecialAgain score:1000
$option == salSpecialContinue",FireBest CheckSalvageSpecial,,,
vayra_ghostShipContinueSelectedDestroyed,DialogOptionSelected,"$vayra_destroyGhostShip score:1000
$option == salSpecialContinue",SalvageEntity demolish,,,
vayra_ghostShipFinishedNoContinueDestroyed,SalvageSpecialFinishedNoContinue,$vayra_destroyGhostShip score:1000,SalvageEntity demolish,,,
# hyperlost gate interactions,,,,,,
vayra_gateOpenDialog,OpenInteractionDialog,"$tag:gate
$global.vayra_hasHyperlostGhostShip score:8
!$entity.vayra_ghostShipTriggeredGate","ShowDefaultVisual
PrintDescription 1
AddText ""As you approach the gigantic structure your comms officer begins to pick up a faint transmission, heavily degraded. After adjusting for solar noise and signal corruption, she listens for a few moments before suddenly turning pale and switching the panel off with quivering hands. She looks up, visibly shaken, \""Sorry, Captain, I- I thought I heard something. A voice. My brother...\"" You raise an eyebrow and she explains further, \""He's been dead for eight cycles, Captain. You get strange interference through the hyperwave network sometimes, call it 'ghost signals'. Usually we only pick it up around comm relays, especially the makeshift type, but I guess the gates use a similar technology. Never bothered me before, but...\"" She trails off, shrugging helplessly. \""It sounded just like him, you know?\""""
AddText ""You turn back to the viewport and regard the dead gate in silence for a moment. You've got a bad feeling about this.""
SetShortcut gateLeave ""ESCAPE""",,"vayraHyperlostGhostGateFlyThrough:Fly through the gate
gateLeave:Leave",
vayra_gateFlyThrough,DialogOptionSelected,$option == vayraHyperlostGhostGateFlyThrough,"VayraHyperlostGateInteraction
SetShortcut gateLeave ""ESCAPE""",,gateLeave:Leave,
,,,,,,
# lore object stuff,,,,,,
vayra_salListeningPostDetails,ShowSalvageEntityDetails,$customType == vayra_listening_post,"ShowDefaultVisual
VayraListeningPostInteraction","While the listening post appears to be defunct, you order your engineering crews to connect to the post's databank before salvaging it - perhaps something of interest can still be gleaned.",,

# new shit from ship pack,,,,,,
ngcKadurMinerStart,NewGameKadurOptions,,"SetTooltip ngcKadurMiner""Your flagship is a Groundhog, an agile and sturdy utility frigate with well-protected weapon mounts.\n\nYou have backup from a Rock Hound, a utility-focused refit of the ubiquitous light combat freighter which sacrifices some armor and speed in exchange for energy mounts, salvaging tools, and an upgraded flux core; and a small fleet of support drone tenders, providing additional cargo space and salvaging equipment as well as some defense from bandits and brigandry.""",,"6:ngcKadurMiner:The proprietor of an independent deep-space mining and salvage outfit, ready to make your fortune",

# new shit from Kadur,,,,,,
# Market descriptions,,,,,,
flavorTextMarketKadurReqiuem,TradePanelFlavorText,"$global.tradePanelMode == MARKET
$faction.id == kadur_remnant
$market.id == vayra_refugestationmarket","AddText ""The massive, vaulted hangar bays of this Domain-era space fortress have long since been repurposed as living spaces for Kaduran refugees, but even amidst the proliferation of colorful tents and prayer fabrics there remains ample room for shuttlecraft to land."" marketFlavorTextColor
AddText ""The station's corridors are packed with people; some brightly garbed and laughing, singing, talking amongst themselves with a carnival-like exuberance and others covered from head to toe in flowing ash-black or bone-white robes of mourning. Ivory- and bronze-masked guards stand at the occasional gate or airlock with CP-rifles ready, forbidding passage further into the fortress."" marketFlavorTextColor",,,
flavorTextMarketKadurBurkaan,TradePanelFlavorText,"$global.tradePanelMode == MARKET
$faction.id == independent
$market.id == mirageImarket","AddText ""Docking with one of the larger low-orbit mining facilities, you are struck immediately by the precarious and somewhat jury-rigged nature of the whole operation. Dirty, grinning miners usher you into the facility, one of them pressing a filthy mug of something into your hand that smells more like a flux reactor byproduct than it does like anything safely consumable."" marketFlavorTextColor
AddText ""Passing through a riotous portside bar and a series of makeshift hab-blocks and witnessing more than a few fights in the process, you eventually reach the trading floor. Goods on display are available in various shades of damaged and worn, but perhaps there's some treasure to be found amidst all this trash."" marketFlavorTextColor",,,
flavorTextMarketKadurOasis,TradePanelFlavorText,"$global.tradePanelMode == MARKET
$faction.id == hegemony
$market.id == mirageIImarket","AddText ""The port concourse in Oasis's capital is sparsely populated, most of the shipping being rigidly controlled by the Hegemony's occupying government. The harried populace rushes from place to place with their heads down, careful to avoid the patrols of power-armored garrison troops and security drones which issue forth regularly from the hastily-built guard towers dotting the city."" marketFlavorTextColor
AddText ""Out of the corner of your eye you notice an ivory-masked face watching you from the mouth of a shadowed alleyway before vanishing once more into the darkness. In the distance: the sound of scattered gunshots."" marketFlavorTextColor",,,
flavorTextMarketKadurYakchal,TradePanelFlavorText,"$global.tradePanelMode == MARKET
$faction.id == tritachyon
$market.id == mirageIVmarket","AddText ""The recently-constructed complex on Yakchal's surface is nestled amidst a ring of artificial mountains, providing some protection against the whirling ice-storms overhead. A massive rocket ascends to orbit atop a column of flame in the distance, no doubt consuming nearly as much fuel to reach escape velocity as it contains within the modular shipping pods attached to its surface."" marketFlavorTextColor
AddText ""Corporate soldiers in gravity-minimizing exoskeletons and power armor stand at the ready, preventing you from leaving the spartan landing facilities open to the public."" marketFlavorTextColor",,,
flavorTextMarketKadurToxx,TradePanelFlavorText,"$global.tradePanelMode == MARKET
$faction.id == pirates
$market.id == vayra_kadur_toxxmarket score:100","AddText ""You navigate your shuttle into a cavernous hole in one of the larger station fragments orbiting Kadur, threading your way through clouds of floating debris and long-frozen corpses. Mag-clamps secure your craft to the bulkhead with a metallic clunk as you land next to a motley collection of vessels in bright-striped pirate livery."" marketFlavorTextColor
AddText ""Modulating your voice low through your suit vocoder and waving an unholstered sixbeam, you manage to harangue and intimidate one of the dock gangs into trade negotiations. They lead you inside a pressurized section of orbital overlooking the spore-choked former splendour of Kadur, where their ill-gotten spoils lay spread on oil- and blood-soaked blankets."" marketFlavorTextColor",,,
flavorTextMarketKadurRevenant,TradePanelFlavorText,"$global.tradePanelMode == MARKET
$faction.id == kadur_remnant
$market.id == vayra_kadur_revenantmarket","AddText ""Stumbling through poorly-lit corridors packed full of refugees clad without exception in the black of mourning, you finally emerge into the camp bazaar. Peddlers and merchants hawk their wares halfheartedly from booths hastily erected in one of the derelict dreadnought's cargo holds."" marketFlavorTextColor
AddText ""Most of the populace seems poor, hard-bitten, and hungry. A few among them wander the passageways as a sort of order-keeping militia, identifiable as easily by the long CP-rifles slung at their backs as they are by the ivory or brass masks that they wear."" marketFlavorTextColor",,,
,,,,,,
# Game starts,,,,,,
ngcKadurCamelStart,NewGameKadurOptions,,"SetTooltip ngcKadurCamel ""Your flagship is the Camel, a well-armed heavy frigate best suited to escorting larger craft or strongpointing frigate formations. Poor PD coverage and below-average mobility for a frigate means it struggles when caught out alone.\n\nFortunately, you are accompanied by a wolfpack of lighter frigates to watch your flanks, including some independent mercenaries.\n\nNote that selecting this option will make most factions suspicious of you at best, which can make for a more difficult game.""",,"0:ngcKadurCamel:A recent convert to the Kadur faith, leading a strike force against a largely hostile galaxy",
,,,,,,
