trail,projectile,sprite,minLength,fadeIn,duration,fadeOut,sizeIn,sizeOut,colorIn,colorOut,opacity,textLength,textScroll,distance,dispersion,drift,fadeOnFadeOut,angleAdjustment,additive,velocityIn,velocityOut,randomVelocity,angle,rotationIn,rotationOut,randomRotation,renderBelowExplosions
vayra_jahannam_shot_trail,vayra_jahannam_shot,trail_fuzzy,10,0,0.2,0.15,12,6,"[255,80,20]","[210,100,70]",1,300,500,0,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,FALSE,FALSE
vayra_jahannam_shot_smoke,vayra_jahannam_shot,trail_contrail,10,0,0.15,0.66,25,50,"[100,90,80]","[100,90,80]",0.45,300,800,0,5,1,TRUE,FALSE,FALSE,0,0,0,0,0,0,FALSE,TRUE
vayra_longinus_trail,vayra_longinus,trail_zappy,10,0,0.5,0.8,30,15,"[215,235,255]","[180,235,255]",1,300,-100,5,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,FALSE,FALSE
vayra_longinus_smoke,vayra_longinus,trail_fuzzy,10,0.05,0.5,1.25,15,7,"[255,255,255]","[180,235,255]",0.444,300,500,10,0,1,TRUE,FALSE,TRUE,25,75,0.333,0,0,250,TRUE,FALSE
vayra_longinus_helix,vayra_longinus,trail_doublehelix,10,0,0.5,1.5,50,100,"[215,235,255]","[180,235,255]",0.9,300,0,5,0,1,FALSE,FALSE,TRUE,0,0,0,0,0,0,FALSE,FALSE
vayra_flechette_shot_trail,vayra_flechette_shot,trail_clean,10,0,0.05,0.15,7,3.5,"[180,220,255]","[30,165,255]",0.7,300,-100,5,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,FALSE,FALSE
vayra_flechette_shot_smoke,vayra_flechette_shot,trail_clean,10,0.05,0.5,0.75,4,2,"[255,255,255]","[30,165,255]",0.3,300,500,10,0,1,TRUE,FALSE,TRUE,25,75,0.333,0,0,250,TRUE,FALSE
vayra_light_flechette_shot_trail,vayra_light_flechette_shot,trail_clean,10,0,0.05,0.15,5,2.5,"[180,220,255]","[30,165,255]",0.5,300,-100,5,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,FALSE,FALSE
vayra_light_flechette_shot_smoke,vayra_light_flechette_shot,trail_clean,10,0.05,0.5,0.5,2,1,"[255,255,255]","[30,165,255]",0.2,300,500,10,0,1,TRUE,FALSE,TRUE,25,75,0.333,0,0,250,TRUE,FALSE
vayra_shockweb_flechette_trail,vayra_shockweb_flechette,trail_clean,10,0,0.05,0.15,5,2.5,"[180,220,255]","[30,165,255]",0.5,300,-100,5,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,FALSE,FALSE
vayra_shockweb_flechette_smoke,vayra_shockweb_flechette,trail_clean,10,0.05,0.5,0.5,2,1,"[255,255,255]","[30,165,255]",0.2,300,500,10,0,1,TRUE,FALSE,TRUE,25,75,0.333,0,0,250,TRUE,FALSE
vayra_volley_shot_trail,vayra_volley_shot,trail_clean,10,0,0.05,0.15,2.5,1.25,"[180,220,255]","[30,165,255]",0.4,300,-100,4,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,FALSE,FALSE
vayra_volley_shot_smoke,vayra_volley_shot,trail_clean,10,0.05,0.5,0.5,1,0.5,"[255,255,255]","[30,165,255]",0.15,300,500,8,0,1,TRUE,FALSE,TRUE,25,75,0.333,0,0,250,TRUE,FALSE
vayra_heavy_chemrail_shot_trail,vayra_heavy_chemrail_shot,trail_clean,10,0,0.05,0.1,11,5.5,"[255,250,225]","[255,245,175]",0.8,300,-100,5,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,FALSE,FALSE
vayra_heavy_chemrail_shot_smoke,vayra_heavy_chemrail_shot,trail_clean,10,0.05,0.333,0.5,4,2,"[255,255,255]","[255,245,175]",0.4,300,500,10,0,1,TRUE,FALSE,TRUE,25,75,0.333,0,0,250,TRUE,FALSE
vayra_multirail_shot_trail,vayra_multirail_shot,trail_clean,10,0,0.05,0.15,7,3.5,"[255,250,225]","[255,245,175]",0.75,300,-100,5,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,FALSE,FALSE
vayra_multirail_shot_smoke,vayra_multirail_shot,trail_clean,10,0.05,0.333,0.5,2,1,"[255,255,255]","[255,245,175]",0.2,300,500,10,0,1,TRUE,FALSE,TRUE,25,75,0.333,0,0,250,TRUE,FALSE
vayra_chemrail_shot_trail,vayra_chemrail_shot,trail_clean,10,0,0.05,0.15,7,3.5,"[255,250,225]","[255,245,175]",0.75,300,-100,5,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,FALSE,FALSE
vayra_chemrail_shot_smoke,vayra_chemrail_shot,trail_clean,10,0.05,0.333,0.5,2,1,"[255,255,255]","[255,245,175]",0.2,300,500,10,0,1,TRUE,FALSE,TRUE,25,75,0.333,0,0,250,TRUE,FALSE
vayra_rod_zap_trail,vayra_capacitive_rod,trail_zappy,10,0,0,0.4,30,10,"[220,220,255]","[30,165,255]",0.666,300,-100,5,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,FALSE,FALSE
vayra_light_fission_trail,vayra_light_fission,trail_fuzzy,10,0,0.05,0.15,5,2.5,"[255,165,30]","[204,185,155]",0.75,300,500,0,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,FALSE,FALSE
vayra_light_fission_smoke,vayra_light_fission,trail_clean,10,0.05,0.333,0.5,4,2,"[100,90,80]","[100,90,80]",0.333,300,500,10,0,1,TRUE,FALSE,FALSE,25,75,0.333,0,0,250,TRUE,TRUE
vayra_medium_boomerangshield_trail,vayra_medium_boomerangshield,trail_clean,10,0,0.333,0.666,16,4,"[230,220,190]","[230,220,190]",0.8,300,-100,3,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,FALSE,FALSE
vayra_light_boomerangshield_trail,vayra_light_boomerangshield,trail_clean,10,0,0.333,0.666,11,2.75,"[230,220,190]","[230,220,190]",0.666,300,-100,3,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,FALSE,FALSE
vayra_medium_boomerangshield_copy_trail,vayra_medium_boomerangshield_copy,trail_clean,10,0,0.333,0.666,16,4,"[230,220,190]","[230,220,190]",0.8,300,-100,3,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,FALSE,FALSE
vayra_light_boomerangshield_copy_trail,vayra_light_boomerangshield_copy,trail_clean,10,0,0.333,0.666,11,2.75,"[230,220,190]","[230,220,190]",0.666,300,-100,3,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,FALSE,FALSE
