id,trigger,conditions,script,text,options,notes
flavorTextMarketDECailleach,TradePanelFlavorText,"$market.id == cailleach score:1000
$global.tradePanelMode == MARKET","AddText"" After your shuttle lands at the landing bays present on the surface of the planet, you take a long lift ride down into the main concourse, apparently subterranean. The ride seems to be surprisingly scenic, with the lift opening up to views of the underground pocket seas, kelp farms and fish hatcheries being tended by workers in scuba gear in the azure blue water. After stepping out of the lift, you are greeted with a concourse that looks more like the lobby of a hotel than a real port concourse. "" marketFlavorTextColor
AddText ""A Tri-Tachyon franchise official welcomes you and offers to update your PDA with the latest Company rates for the local commodity market."" marketFlavorTextColor",,,
flavorTextMarketDEDrakonPAGSM,TradePanelFlavorText,"$market.id == drakon score:1000
$global.tradePanelMode == MARKET
DE_HasModId PAGSM","AddText"" As your shuttle descends down the central shaft of the port, you can't help but note how bleak the entire concourse looks. As soon as you disembark from the shuttle, a cold breeze chills you; it seems the heating systems here are either being underused, or that the ambient temperature is so low that not even the best heating systems can get rid of the deathly cold. The landing area is only populated by a few ships, with most of them being freighters loading organics for shipment. A surprisingly stone-cold Company officer, lacking the usual cheer of most Company officials, quickly processes you before moving on to the other incoming ships, for which there are very few. The concouse is only sparsely dotted in flickering Andrada holos and ragged Volturn-y posters, both obviously not being well-kempt.""marketFlavorTextColor",,,
flavorTextMarketDERavaryeaPAGSM,TradePanelFlavorText,"$market.id == ravaryea score:1000
$global.tradePanelMode == MARKET
DE_HasModId PAGSM","AddText"" The air-conditioned main port concourse is populated by a flurry of peddlers selling wares of Volturn-y, Laffy, various keychains of Company slogans and even a small figurine of Andrada unnervingly enough. Many of the usual traits of a Company franchine are absent here, like the noisome information posters, likely to make the planet more accomodating to tourists hailing from other factions. Upon booting up your TriPad, you are imediately assaulted with advertisements for the many planetside amusement parks and zoos, and it takes almost a minute to clear them out. You follow the signs hung on the ceiling of the port, directing you towards the marketplace.""marketFlavorTextColor",,,
flavorTextMarketDEViewportPAGSM,TradePanelFlavorText,"$market.id == andor_viewport score:1000
$global.tradePanelMode == MARKET
DE_HasModId PAGSM","AddText"" After touching down in the large and spacious port concourse, you enter the main hall to be greeted with the main entrance of the Lion's Guard Campus, complete with a large purple banner reading 'Serve the Gas Station Manager, Enrol Now!' draped over it, held by effigies of Laffy, who has practically infected the entire Campus with his presence. You can't escape him. All around you are students rushing from place to place, or reading books on benches and tables, or chatting with friends. After being processed by the entrance guards, you are escorted to the right wing of the campus, which is where you're told the military equipment and ships are sold, away from the prying eyes of mischievous Guard students."" marketFlavorTextColor",,,
flavorTextMarketDEViewportSneakPAGSM,TradePanelFlavorText,"$market.id == andor_viewport score:1000
$global.tradePanelMode == MARKET
$player.transponderOn == false
DE_HasModId PAGSM","AddText"" Your shuttle stops over a maintainence shaft in the bowels of the main concourse, away from the many prying eyes of the Company patrols surrounding the upper structure. Walking through the dark shaft, you make it into a maze of corridors, apparently one of the lower levels of the academy. A few students pass by you, but they seem to have more pressing matters on their minds than worrying about your presence. "" marketFlavorTextColor
AddText ""After finally decoding the astonishingly convoluted maps of the academy, you manage to stumble your way to the right wing and somehow manage to make yourself look like a person who was authorized to come here. While most legal traders refuse to trade to you without express evidence that you were authorized, other less scrupulous or desperate traders are more than willing to sell you wares."" marketFlavorTextColor",,,
flavorTextMarketDERyzanPAGSM,TradePanelFlavorText,"$market.id == ryzan_supercomplex score:1000
$global.tradePanelMode == MARKET
DE_HasModId PAGSM","AddText"" Weaving through the jutting irregularities of protruding hab-modules, your shuttle makes its way to the gargantuan port module situated in the centre of the complex. The main port concourse is extremely crowded with everything from tramp freighters to transit shuttles to Company-owned combat ships residing in the spaceport. Outside of thick multi-layered glass windows, you can faintly see the starlight glint on bronze and magenta colour that signifies the multiple Company fleets perpetually standing guard over Ryzan Supercomplex."" marketFlavorTextColor
AddText "" Curiously, on many surfaces, there are reminders given by Volturn-y to always follow the map of Ryzan Supercomplex given to all spacers who enter it, with a reference to a helpline operated by the Company for anyone 'lost in the depths of the Ryzan Supercomplex'. On promenant bulkheads there lie massive maps of the full station; concerningly, dozens of Missing posters cover the area around these maps, the oldest of which are already yellowing and frayed at the edges."" marketFlavorTextColor",,,
flavorTextMarketDEFreeportPAGSM,TradePanelFlavorText,"$global.tradePanelMode == MARKET
$market.id == askonia_abandoned_station_market score:1000
DE_HasModId PAGSM","AddText"" Approaching the cold derelict of the station, one can clearly make out the gaping hole in its centre; the result of the rival's antimatter being accidentally imploded in a freak accident, or so say the holoprojectors liberally scattered around it. Despite this, some back-up reactors seem to still be functional, providing enough power to the station to operate the few docking ports that still lay intact. Anything that wasn't destroyed or bolted down has long been looted; your salvage teams note a few gutted frieighter and shuttle wrecks within the maws of the docking ports. This means, you hope, that nobody will come around here to salvage for a long time. "" marketFlavorTextColor
AddText "" Despite having been destroyed over a decade ago, many of the intact segments within the station bear heavy rad-scarring unusual for a single anti-matter explosion; it seems far more consistent with the scars of a spaceborne battle. In any case, it  makes much of the station unsuitable for any usage. In spite of this, your salvage crews identify some general storage areas that are battered and rad-free enough to act as makeshift storage spaces. "" marketFlavorTextColor",,,
flavorTextMarketDEBrontes,TradePanelFlavorText,"$global.tradePanelMode == MARKET
$market.id == brontes_module_market score:1000","AddText"" A shuttle, tiny in comparison to the gargantuan docking bays that line the upper segments of the station, flies into their silent, gaping maws. Inside, there is nothing much to behold; only the remains of a centuries-old battle, a few looted wrecks and more spray-painted Luddic-esque logos. Interestingly enough, all the generators, even the backups have been shot into scrap, meaning you won't be able to close the doors on looters; though the bay's position away from Hesiod's glare should be enough to visually shroud anything you want to store, while an intel jammer should be enough to jumble scanners. Your crewmen locate a section of the bays carnage-free enough for commodity or ship storage."" marketFlavorTextColor",,,
flavorTextMarketDEDrakonFortress,TradePanelFlavorText,"$market.id == drakon_fortress score:1000
$global.tradePanelMode == MARKET","AddText"" The artificial sun flickers high in the atmosphere, casting pale shadows or bright glares on your shuttle as it enters an obscure and armoured pit leading to the main concourse; likely a remnant of Drakon's previous chilly nature. The underground complex, slathered in propaganda posters and filled with tourists greets you, as you make your way towards whatever trading district the planet may offer.""marketFlavorTextColor",,,
flavorTextMarketDEJuturnus,TradePanelFlavorText,"$market.id == de_juturnus score:1000
$global.tradePanelMode == MARKET","AddText"" The station greets you with luxurious architecture only a pre-Collapse architect would bother designing; the station, gleaming in Askonia's red gaze, presents a stark difference to the burned, damaged and rusty arcologies that make up most of the habitat space on the planet it orbits. You are screened by Diktat officials before finally entering the main dockyard, mostly filled with convoys or military warships.""marketFlavorTextColor",,,
flavorTextMarketDESanguis,TradePanelFlavorText,"$market.id == de_sanguis score:1000
$global.tradePanelMode == MARKET","AddText"" Once a lowly mining station, Sanguis now holds the accomodations of all the guards and administrative officials of Cruor, tastefully keeping them away from the labourers on Cruor, or any violence they may try to bare on these valued citizens of the Diktat. You are screened by Diktat officials before finally entering the main dockyard, mostly filled with convoys or military warships.""marketFlavorTextColor",,,
#END Trade panel flavor text,,,,,,
,,,,,,
# Bar dialogue for most Diktat worlds,,,,,,
bar_descDiktatSindria,BarPrintDesc,"$faction.id == sindrian_diktat
$market.id == sindria score:1000",ShowImageVisual space_bar,"You decide to settle at a locally famous bar, located firmly in the middle ring of the local hive-city, is jostling with activity; the seats and standing areas brimming with patrons, it takes a while for you to get a seat. In the meantime, you decide to look out the open-top balcony to the majesty of the hive city beyond. Patrol skiffs and the occasional frigate fly through large open spaces, monitoring the endless layers of balconies, pathways and overhangs that extend all the way down to where the lights end, while Diktat holobanners of varying size dot the jutted landscape. 

Regardless, you finally get your seat and sit down, scouring the crowded bar for anyone you might be able to wring a job or offer out of.",,
bar_descDiktatSindriaSneak,BarPrintDesc,"$faction.id == sindrian_diktat
$market.id == sindria score:1000
$player.transponderOn == false",ShowImageVisual space_bar,"Due to your less than legal mode of docking with Sindria, you're forced to make do with a low-end bar near the lower extent of the hive-city; where less scrupulous activities proliferate. Faded, flickering Diktat holobanners mark your entry to the establishment, which acts more like a pirate bar than a Diktat one; rowdy groups of labourers converse, squabble and sometimes fight in the dimmed room, only stopped by bouncers at the doors. Everyone suddenly snaps to good behaviour when the occasional Diktat patrol comes round to inspect the area, while anyone who doesn't is beaten into submission with stun batons and dragged away, never to be seen again.",,
bar_descDiktatVolturn,BarPrintDesc,"$faction.id == sindrian_diktat
$market.id == volturn score:1000",ShowImageVisual space_bar,"The bar the Diktat shows you to is practically something out of a Tri-Tachyon port; sleek, gleaming architecture, holoprojectors of Andrada and propaganda posters everywhere. Everything from the drinks to the seating seems to be specifically catered for starship captains to converse with others for opportunities; while the modernity of the bar is in stark contrast to the run down look of the arcology it is situated on, or the entire arcitecture that floats on Volturn in general.",,
bar_descDiktatVolturnSneak,BarPrintDesc,"$faction.id == sindrian_diktat
$market.id == volturn score:1000
$player.transponderOn == false",ShowImageVisual space_bar,"The establishment you visit is an open-air local bar; the raft plates creak and shift below you as you walk amongst the locals, most of whom either stare at you funny or just ignore you. Lights on poles shine over the bar area, while a faded and obviously outdated holoprojector depicts the local news talking on the latest arcology rebellion or the deaths caused by the most recent megafauna attack.",,
,,,,,,
# bar_descDiktatCruor,,,,,,
bar_descDiktatCruorSneak,BarPrintDesc,"$faction.id == sindrian_diktat
$market.id == cruor score:1000
$player.transponderOn == false",ShowImageVisual space_bar,"You visit a canteen for labourers deep in the depths of the local train-city; the labourers here sport grim, sullen looks and nasty scars, but otherwise keep mostly to themselves. Other than the buzz of propaganda holoprojectors, the drone of Diktat-sanctioned radio broadcasts and a few muted conversations, the concourse is noticeably silent. You look around for anyone who might have something for you.",,
bar_descDiktatDrakon,BarPrintDesc,"$faction.id == sindrian_diktat
$market.id == drakon score:1000",ShowImageVisual space_bar,"The cold and nearly-empty bar, painted in a similar stark white to the ""livery"" of Lion's Guard ships stands in a similarly drab corridor branching from the main concourse. A deadpan bar worker meets your order with the rocky boredom of a barren world as you find a seat and look around. The few other patrons around seem to predominantly be trade convoy captains checking their cargo manifests; you hold hope that at least someone in this chilly crater of boredom might have something that justifies the visit.",,
bar_descDiktatDrakonSneak,BarPrintDesc,"$faction.id == sindrian_diktat
$market.id == drakon score:1000
$player.transponderOn == false",ShowImageVisual space_bar,"You visit a canteen for labourers deep in the depths of the organics harvesting complex; the near-freezing establishment only holds a few labourers using up what little ration credits they get. Food and beverages are handled by an automated terminal, while the labourers here sport grim, sullen looks and nasty scars peeking out of thick Diktat prison vests, but otherwise keep mostly to themselves. Other than the buzz of propaganda holoprojectors, the drone of Diktat-sanctioned radio broadcasts and a few muted conversations, the concourse is noticeably silent. You look around for anyone who might have something for you.",,
bar_descDiktatSalus,BarPrintDesc,"$faction.id == sindrian_diktat
$market.id == salus_siphon_plat score:1000",ShowImageVisual space_bar,"You are forced to stand at the bar, which has no seating space; it seems to be built for express service, with most patrons arriving, getting their orders on speed dial and leaving in a relative hurry. You look around for anyone staying long enough to offer opportunities for you to reap.",,
,,,,,,
# bar_descDiktatSalusSneak,,,,,,
,,,,,,
# bar_descDiktatOpis,,,,,,
bar_descDiktatOpisSneak,BarPrintDesc,"$faction.id == sindrian_diktat
$market.id == opis_mining_plat score:1000
$player.transponderOn == false",ShowImageVisual space_bar,"The establishment you decide on is tucked in one of the less-renovated areas of the station; holoads over two decades outdated display their ancient ads along the dark and weathered corridor as you approach its entrance. Inside, the signs of the station's prior abandonment and history still lay apparant; dented and rusting metal and patchwork metal plates populate the bar along with the patrons. Whoever runs this bar seems to have an acute interest in the Askonia system's history; posters of the once-grand Askonian Charter hang on the walls, followed with the tattered, patchy flag of some Independent polity you don't remember knowing about. The drinks also seem to be somewhat remniscent of old Askonian recipies modified from lack of knowledge or to keep up with the times.",,
bar_descDiktatRavaryea,BarPrintDesc,"$faction.id == sindrian_diktat
$market.id == ravaryea score:1000",ShowImageVisual space_bar,"The bar at the concourse is decorated lively; triangular flags of all the Sector's major powers sway in the breeze as the patrons, many whom are offworld tourists chatter amongst each other. The menu offers a lively selection of drinks from all over the Sector; from Pheonix Stout and Absynth, to King's Favour and Tears of Ludd, this bar seems to serve practically every legal drink in the Core Worlds. They even have a generous helping of the Sector-famously strong Orbital Bombardment; at a somewhat affordable cost too.",,
bar_descDiktatRavaryeaSneak,BarPrintDesc,"$faction.id == sindrian_diktat
$market.id == ravaryea score:1000
$player.transponderOn == false",ShowImageVisual space_bar,"The canteen you visit is practically nothing more than a few coolers and rickety tables sheltered by an overhung tarp, with local workers chatting in what seems to be a local dialect of sorts. The buzz of tropical insect analogues and the grainy drone of Diktat propaganda broadcasts playing from a radio combine with the chatter to form a cacophony of white noise. You look around for anyone who might have something for you.",,
bar_descDiktatViewport,BarPrintDesc,"$faction.id == sindrian_diktat
$market.id == andor_viewport score:1000",ShowImageVisual space_bar,"The local bar serves a surprisingly bland array of drinks and food, not unlike one inside an education campus; the waitress tells you it's to set a good example for the Guard students so they don't try anything funny. The wall tiles are intermittently populated by the familar Diktat propaganda posters as well as posters entincing spacers with children to enrol them to the Andoran Academy. Even if you had children you'd still personally prefer the Galatian Academy.",,
bar_descDiktatViewportSneak,BarPrintDesc,"$faction.id == sindrian_diktat
$market.id == andor_viewport score:1000
$player.transponderOn == false",ShowImageVisual space_bar,"The bar, in a secluded and relatively shadowy part of the right wing lays host to a myriad of less-than-legal activities; savvy Guard students have somehow managed to access this area and now run an underground trade of everything from coloured pens and Tripad mods to small firearms and vials of recreational drugs. Luckily for you, there are also a surprising amount of adult spacers around who might be able to present you something of interest.",,
#END bar_descDiktatOpis,,,,,,
#END bar_descDiktatSalusSneak,,,,,,
#END bar_descDiktatCruor,,,,,,
#END Bar dialogue for most Diktat worlds,,,,,,
,,,,,,
# Volturn museum,,,,,,
DEMarketAddOptionMuseum,PopulateOptions,"$menuState == main
$market.id == volturn score:1000
$player.transponderOn
#$tradeMode != NONE
$faction.id == sindrian_diktat","#PrintDescription 1
AddText ""Nearby to the port you landed on is a vast and glamorous arcology, identified by the nav-computer as the Sector-famous Volturn Museum. Its large gleaming arches stand out from the rest of the nearby floating slums and made it easily visible from your ship as you careened in for landing. Perhaps it might be worth a visit.""",,20:museumOpenDialog:Visit the Volturn Museum,
museumInit2,DialogOptionSelected,$option == museumOpenDialog,FireAll PopulateOptionsMuseum,"At the hoverboat ride to the Museum arcology, the queues are horrifically long, made worse by the salty sea breeze irritating your eyes and the heat of Askonia glaring down on everyone. It takes upwards of an hour of this suffering before you finally manage to get to the front, where a ticket vendor asks you to pay an upfront sum of 10 Credits for a ticket.",,
#museumOpenDialog,DIalogOptionSelected,$DEmuseumInit == true,FireAll PopulateOptionsMuseum,,,
museumOpenDialog1,PopulateOptionsMuseum,,"AddText ""You could pay the fee and continue on.""",,museumContinue1:Pay the entry fee and continue(10 credits),
museumOpenDialogLeave,PopulateOptionsMuseum,,"SetShortcut museumLeave ""ESCAPE""
AddText ""You could alternatively leave; the queues don't bother you much, since you've already been hardened by the fathomless boredom of weeks-long hyperspace journeys across the Sector.""",,museumLeave:Leave the Museum,
museumTroublemaker,DialogOptionSelected,"$option == museumContinue1
$troublemaker score:100","SetShortcut museumLeave ""ESCAPE""
$global.DEFunny = false","Due to your recent hijinks with the Volturnian Lobster petting exhibit, you are still on the Museum's blacklist and are turned down by the guards. Perhaps you should wait until your name is cleared.",museumLeave:Leave the Museum,
museumContinue1,DialogOptionSelected,"$option == museumContinue1
#$market.id == volturn score:1000
$player.credits >= 10
!$troublemaker",AddCredits -10,"After getting through the dreadful crowd in the hoverboat, you finally approach the Volturnian Museum. The museum structure itself seems to be shaped in the form of a giant Volturnian Lobster, the entrance being at the front of the Lobster head, with glamorous palm trees and benches ringing it, pointed out to the sea to provide an idyllistic view for tourists. The first section of the museum is practically a history recap of the Diktat; From its tumultous birth in the Askonia Crisis, to mock-ups of the totally humane and ethical mining cities of Cruor and arcologies of Volturn, ending with a quote and call-to-arms enticing tourists to potentially consider staying the Diktat for a while. You breeze through this section of the museum; you already know most of this stuff.",museumContinue2:Continue,
museumContinue1PAGSM,DialogOptionSelected,"$option == museumContinue1
#$market.id == volturn_PAGSM score:1000
$player.credits >= 10
DE_HasModId PAGSM
!$troublemaker",AddCredits -10,"After getting through the dreadful crowd in the hoverboat, you finally approach the Volturnian Museum. The museum structure itself seems to be shaped in the form of a giant Volturnian Lobster, the entrance being at the front of the Lobster head, with glamorous palm trees and benches ringing it, pointed out to the sea to provide an idyllistic view for tourists, as well as cartoony cutouts of Volturn-y and Andrada welcoming visitors to the Museum, against the backdrop of weirdly tropical music blaring all throughout the exterior of the Museum. The first section of the museum is practically a history recap of the Company; From its tumultous birth in the Askonia Crisis, to mock-ups of the totally humane and ethical mining cities of Cruor and arcologies of Volturn(certified by Volturn-y himself!), ending with a quote and call-to-arms enticing tourists to potentially consider taking up internship in the Sindrian Fuel Company for a while. You breeze through this section of the museum; you already know most of this stuff.",museumContinue2:Continue,
museumContinueCannotPay,DialogOptionSelected,"$option == museumContinue1
#$market.id == volturn score:1000
$player.credits < 10","SetShortcut museumLeave ""ESCAPE""","Unfortunately, you don't have the credits to pay the entrance fee and are refused entry.",museumLeave:Leave the Museum,
museumContinue2,DialogOptionSelected,"$option == museumContinue2
#$market.id == volturn score:1000","SetShortcut museumLeave ""ESCAPE""","In the junction area between the previous section and the next one, there are a bunch of food stores sporting local cuisines like roasted Volturnian Lobster or fried Volturn Deepweed. What interests you most however, is what seems to be a donation booth; a small terminal helmed over by a large holographic projection of Andrada, doing a salute. There is a sign next to the terminal. ""Donate to the Volturnian Museum today!"" it says, ""And help us fund new exhibits for the enjoyment of all visitors!"" You check the terminal, and note the only donation option available is 1000 Credits. You could consider donating, or simply move on.","0:museumDonation:Donate 1,000 Credits
1:museumContinue3:Continue
2:museumLeave:Leave the Museum",
museumContinue2PAGSM,DialogOptionSelected,"$option == museumContinue2
#$market.id == volturn_PAGSM score:1000
DE_HasModId PAGSM","SetShortcut museumLeave ""ESCAPE""","In the junction area between the previous section and the next one, there are a bunch of food stores sporting local cuisines like roasted Volturnian Lobster or fried Volturn Deepweed. What interests you most however, is what seems to be a donation booth; a small terminal helmed over by a human-sized holographic Andrada holding Volturn-y against the backdrop of a virtual palm tree and beachfront. There is a sign next to the terminal. ""Donate to the Volturnian Museum today!"" it says, ""And help us fund new exhibits for the enjoyment of all visitors!"" You check the terminal, and note the only donation option available is 1000 Credits. You could consider donating, or simply move on.","0:museumDonation:Donate 1,000 Credits
1:museumContinue3:Continue
2:museumLeave:Leave the Museum",
museumDonationAlreadyMade,DialogOptionSelected,"$option == museumDonation
$donationMade score:100","SetShortcut museumLeave ""ESCAPE""","As you've made a donation recently, the console prevents you from donating again and simply prompts you to enjoy the rest of the Museum.",museumContinue3:Continue,
museumDonation,DialogOptionSelected,"$option == museumDonation
#$market.id == volturn score:1000
$player.credits >= 1000
!$donationMade","SetShortcut museumLeave ""ESCAPE""
AddCredits -1000
AdjustRep sindrian_diktat COOPERATIVE 5
$donationMade = true 60","After accepting donations and keying in an ID-IFF code for whatever reason, the terminal chimes. ""Thank you for donating to the Volturnian Museum valued citizen. 5 Diktat Credit points have been accredited to your ID."" As expected, according to the Tri-Pad your relations with the Diktat have improved via that donation, albeit by only a little. Feeling slightly more proud of yourself, you walk on to the next section.",museumContinue3:Continue,
museumDonationPAGSM,DialogOptionSelected,"$option == museumDonation
#$market.id == volturn_PAGSM score:1000
$player.credits >= 1000
DE_HasModId PAGSM
!$donationMade","SetShortcut museumLeave ""ESCAPE""
AddCredits -1000
AdjustRep sindrian_diktat COOPERATIVE 5
$donationMade = true 60","After accepting donations and keying in an ID-IFF code for whatever reason, the terminal chimes with a tropical jingle. ""Thank you for donating to the Volturnian Museum Potential Customer! 5 Company Merit points have been accredited to your ID."" As expected, according to the Tri-Pad your relations with the Company have improved via that donation, albeit by only a little. Feeling slightly more proud of yourself, you walk on to the next section.",museumContinue3:Continue,
