id,trigger,conditions,script,text,options,notes
relLevelInhospitableFueluaf,RelationshipLevelDesc,"$faction.rel == INHOSPITABLE
$faction.id == sindrian_diktat score:2000
sfcemployee uaf","FireAll RelLevelMoreDescription","Relations between the Sindrian Fuel Company and United Auroran Federation are cold, with Auroran fleets unfortunate enough to stray too close to Askonia being harassed by Company patrols. Though there is no active fighting between the two factions, a single spark is all it might take to ignite the flames of war.",,
relLevelSuspiciousFueluaf,RelationshipLevelDesc,"$faction.rel == SUSPICIOUS
$faction.id == sindrian_diktat score:2000
sfcemployee uaf","FireAll RelLevelMoreDescription","Sindrian Fuel Company advertisements portray the United Auroran Federation in an unflattering light, with relations remaining tense as the Company demands acknowledgement of Askonia's 'fuelocracy' in the core worlds from the Aurorans.",,
relLevelNeutralFueluaf,RelationshipLevelDesc,"$faction.id == sindrian_diktat score:2000
$faction.rel == NEUTRAL
sfcemployee uaf","FireAll RelLevelMoreDescription","The Sindrian Fuel Company and the United Auroran Federation maintain an uneasy peace, with the Company eyeing Auroran's fuel production warily. Nonetheless, Askonia remains open to you despite such affairs, with you being treated like any other non-employee: As a potential customer.",,
relLevelFavorableFueluaf,RelationshipLevelDesc,"$faction.id == sindrian_diktat score:2000
$faction.rel == FAVORABLE
sfcemployee uaf","FireAll RelLevelMoreDescription","The Sindrian Fuel Company maintains a distant but amendable enough relation with the United Auroran Federation, with tourists arriving from both sides to enjoy the others amenities. Though the Company may still espouse Volturn's superiority over Favonoius, relations are warm enough at the moment to keep things civil.",,
relLevelWelcomingFueluaf,RelationshipLevelDesc,"$faction.id == sindrian_diktat score:2000
$faction.rel == WELCOMING
sfcemployee uaf","FireAll RelLevelMoreDescription","Channels of communication have officially opened between the Sindrian Fuel Company and United Auroran Federation, with both sides now maintaining a steady peace between each other despite conflicts of interest. From sunny Askonia to the twin stars of Aoi and Ayama, a steady stream of traffic flows through.",,
relLevelFriendlyFueluaf,RelationshipLevelDesc,"$faction.id == sindrian_diktat score:2000
$faction.rel == FRIENDLY
sfcemployee uaf","FireAll RelLevelMoreDescription","Officially recognizing the United Auroran Federation's sovereignty, diplomatic relations between New Auroria and Sindria work day and night to smooth over long standing grievances and differences. Aurorans find themselves welcome in Askonia, with patrols unerringly doing their best to encourage their patronage with their usual spiels.",,
relLevelCooperativeFueluaf,RelationshipLevelDesc,"$faction.id == sindrian_diktat score:2000
$faction.rel == COOPERATIVE
sfcemployee uaf","FireAll RelLevelMoreDescription","Diplomats work tirelessly to maintain the state of peace between the Sindrian Fuel Company and the United Auroran Federation, as the flow of trade and people continue to cross the vast distances between the two. Auroran goods can be found stocked along with Company staples across various worlds, as Favonius and Volturn compete for the countless tourists across the sector.",,
"#END uaf comm rel",,,,,,
"#END commissioned rel",,,,,,
,,,,,,
# good,,,,,,
relLevelNeutralFuel,RelationshipLevelDesc,"$faction.rel == NEUTRAL
$faction.id == sindrian_diktat score:1000
!sfcemployee sindrian_diktat","FireAll RelLevelMoreDescription","The Sindrian Fuel Company sees you as nothing more than another customer among the countless millions who come to the Askonia system to refuel their fleets. Hope you don't mind the lines.",,
relLevelFavorableFuel,RelationshipLevelDesc,"$faction.rel == FAVORABLE
$faction.id == sindrian_diktat score:1000
!sfcemployee sindrian_diktat","FireAll RelLevelMoreDescription","Being a regular customer of the Sindrian Fuel Company does have some perks. The lines might still be long, but at least you're now offered 25 credits back per every 100 units of fuel you buy. What a steal! ... Now, for actually being able to redeem those credits... well, hope you don't mind waiting in another line.",,
relLevelWelcomingFuel,RelationshipLevelDesc,"$faction.rel == WELCOMING
$faction.id == sindrian_diktat score:1000
!sfcemployee sindrian_diktat","FireAll RelLevelMoreDescription","As a loyal customer of the Sindrian Fuel Company, the company has put you on the priority list for refueling. You can expect to finish refueling your ships 25% faster than the average customer. How nice of the company to treat their loyal customers.",,
relLevelFriendlyFuel,RelationshipLevelDesc,"$faction.rel == FRIENDLY
$faction.id == sindrian_diktat score:1000
!sfcemployee sindrian_diktat","FireAll RelLevelMoreDescription","Going above and beyond the efforts of a regular customer of the Sindrian Fuel Company, the higher ups have offered you the opportunity to partake in the Gold Star Member Annual Lottery. The winner gets an all-expenses-paid vacation trip to Volturn to meet with Volturn-y the Volturnian Lobster. Better start filling up at the pumps more often.",,
relLevelCooperativeFuel,RelationshipLevelDesc,"$faction.rel == COOPERATIVE
$faction.id == sindrian_diktat score:1000
!sfcemployee sindrian_diktat","FireAll RelLevelMoreDescription","Few customers have ever been graced with such recognition by the Sindrian Fuel Company, with even a letter from the Magnanimous, Excellent, Glorious and Auspicious Supreme Chief Overlord President Executive Gas Station Manager Phillip Andrada (the signature only looks stamped, it's totally signed by him!) thanking you for your loyalty to the company. It even includes a free one-time buffet pass to the famed Volturnian Lobster Garden! Delish!",,
"#END good",,,,,,
,,,,,,
# bad,,,,,,
relLevelSuspiciousFuel,RelationshipLevelDesc,"$faction.rel == SUSPICIOUS
$faction.id == sindrian_diktat score:2000","FireAll RelLevelMoreDescription","Now, we all know that Sindrian Fuel isn't the cheapest fuel in the sector, but that doesn't mean it's subpar because of its high prices. In fact, because of the quality of Sindrian antimatter fuel, you know that it can be trusted to take you from point A to point B. Don't settle for lower quality competitor fuel; stick with Sindrian antimatter fuel!",,
relLevelInhospitableFuel,RelationshipLevelDesc,"$faction.rel == INHOSPITABLE
$faction.id == sindrian_diktat score:2000","FireAll RelLevelMoreDescription","Your disloyalty to the Sindrian Fuel Company and insistence on purchasing low quality competitor fuel (don't think we haven't noticed you going to Nachiketa to buy your fuel!) has proven to be too much and has now barred you from patronaging your local Sindrian Fuel Company franchise. Maybe if you send the company a 1000 word document on how sorry you are, you might be able to buy high quality antimatter fuel again.",,
relLevelHostileFuel,RelationshipLevelDesc,"$faction.rel == HOSTILE
$faction.id == sindrian_diktat score:2000","FireAll RelLevelMoreDescription","Surely you're joking. You can't seriously be thinking of purchasing antimatter fuel from another source?! Do you think the Hegemony knows how to make fuel? Tri-Tachyon? The Persean League? The Luddic Church!? No, no, no, and big no! Why must you continue to have your fleets suffer from low quality fuel from our competitors? Volturn-y the Volturnian Lobster has a wife and kid to feed, you monster!",,
relLevelVengefulFuel,RelationshipLevelDesc,"$faction.rel == VENGEFUL
$faction.id == sindrian_diktat score:2000","FireAll RelLevelMoreDescription","You've really done it now. The Sindrian Fuel Company has tolerated your insistence of buying competitor fuel for this long. You've now been given the highest dishonor any person can receive from the Sindrian Fuel Company: a listing on Worst Customers in the Persean Sector. Now everyone will know how just awful of a customer you really are, and will think twice before working with you. You jerk.",,
"#END bad",,,,,,
,,,,,,
# RelLevelMoreDescription,,,,,,
relLevelSFCKween,RelLevelMoreDescription,"$player.sfckweenfavor >= 3
$faction.id == sindrian_diktat",,"For your service to the Board of Research and Development, you're considered a favored assistant to Yunris Kween.",,
"#END RelLevelMoreDescription",,,,,,
"#END relationship level descriptions",,,,,,
,,,,,,
# portside bar stuff,,,,,,
bar_descFuel,BarPrintDesc,"$faction.id == sindrian_diktat
$player.transponderOn == true","ShowImageVisual space_bar","You enter the bar, leaving the cheery tropical advertisement broadcasts of the throughway behind. Off-duty gas attendants drink away their wages at benches set beneath a logo of Volturn-y the Volturnian Lobster. In one corner, a cadre of finely dressed managers calls for another round. Even here, a larger-than-life holo of Supreme Chief Overlord President Executive Gas Station Manager Phillip Andrada gazes in your general direction as you decide what to do.",,
bar_descFuelSneak,BarPrintDesc,"$faction.id == sindrian_diktat
$player.transponderOn == false","ShowImageVisual space_bar","You double check that you're not being followed before quietly entering the bar. Off-duty gas attendants drink away their wages at benches set beneath a logo of Volturn-y the Volturnian Lobster. In one corner, a cadre of finely dressed managers calls for another round. Even here, a larger-than-life holo of Supreme Chief Overlord President Executive Gas Station Manager Phillip Andrada gazes in your general direction as you decide what to do.",,
bar_descFuelSindria,BarPrintDesc,"$faction.id == sindrian_diktat
$market.id == sindria score:100
$player.transponderOn == true","ShowImageVisual space_bar","At Sindria, one is spoiled for choice of what various bars and other similar establishments you may choose. Deciding to dive into the nearest bar, you leave behind the endless stream of commercials and hopefully to someplace much less busy.

Unfortunately for you, upon entering the bar, you're bombarded again by the Board of Advertisement's work. Servers walk around with hats decorated to look like a Volturnian Lobster, while bartenders mix drinks at fuel shell shaped bar stations. Even the walls are covered with gaudy purple lobsters, each lobster with a textbox next to it saying 'Buy Sindrian.'
OR
At Sindria, one is spoiled for choice of what various bars and other similar establishments you may choose. Deciding to dive into the nearest bar, you leave behind the endless stream of commercials and hopefully to someplace much less busy.

Somehow, you manage to find yourself someplace where the hand of Sindrian Fuel's Board of Advertisement has only made a slight pass at. Though the staff may wear ties covered with Volturnian lobster patterns, the establishment itself seems at least quiet enough to allow yourself to think clearly for once.
OR
At Sindria, one is spoiled for choice of what various bars and other similar establishments you may choose. Deciding to dive into the nearest bar, you leave behind the endless stream of commercials and hopefully to someplace much less busy.

You find yourself in a rather average looking establishment, for what could be considered average in a place where the Board of Advertisement has the last say of presentation. Banners of the company logo can be found on the walls, as a receptionist wearing a lobster pin welcomes you and directs you to an unoccupied seat at the front counter.",,
bar_descFuelSindriaSneak,BarPrintDesc,"$faction.id == sindrian_diktat
$market.id == sindria score:100
$player.transponderOn == false","ShowImageVisual space_bar","You double check that you're not being followed before quietly entering the bar. Off-duty gas attendants drink away their wages at benches set beneath a logo of Volturn-y the Volturnian Lobster. In one corner, a cadre of finely dressed managers calls for another round. Even here, a larger-than-life holo of Supreme Chief Overlord President Executive Gas Station Manager Phillip Andrada gazes in your general direction as you decide what to do.",,
bar_descFuelVolturn,BarPrintDesc,"$faction.id == sindrian_diktat
$market.id == volturn score:100
$player.transponderOn == true","ShowImageVisual space_bar","The Blue Lobster is the second most popular establishment on Volturn -- second only to the famed Volturnian Lobster Garden. Unlike Volturnian Lobster Garden, the Blue Lobster doesn't have a line that (allegedly) stretches for over a mile long.

After a quick inspection at the front door where the greeter cheerfully reminds you that the Blue Lobster is smoke-free zone, you enter the establishment and leave the sea air and lobster peddlers behind. Grizzled veterans sit with off-duty merchants, passing stories while drinking their worries away. Wealthy tourists wearing gaudy company souvenirs laugh and shout as a server brings them another round. A framed portrait of a younger looking Phillip Andrada carrying a purple lobster is flanked by a pair of banners with Volturn's famed mascot, Volturn-y the Volturnian Lobster.",,
bar_descFuelVolturnSneak,BarPrintDesc,"$faction.id == sindrian_diktat
$market.id == volturn score:100
$player.transponderOn == false","ShowImageVisual space_bar","You sneak into a corner bar away from the prying eyes of Sindrian Fuel patrols, making sure that you aren't being followed. Compared to the rest of the establishments on Volturn, this bar isn't fancy in particular. Creaky floor boards announce your entrance as a few of the patrons look up at you before returning back to their drinks.",,
bar_descFuelCruor,BarPrintDesc,"$faction.id == sindrian_diktat
$market.id == cruor score:100
$player.transponderOn == true","ShowImageVisual space_bar","The local bars of Cruor are a far cry from the pristine and colorful establishments on other Sindrian Fuel Company worlds. Most simply seem to have been built to provide a place for workers to relax for a moment before their next shifts. You enter into one of these 'purpose-built' bars, squinting as your eyes adjust to the low light. Company workers and laborers mingle with drinks in hand, the rare security officer sitting alone to the side, keeping watch over everyone. A simple banner hangs on one of the walls, with the words 'Hard Work and Honest Labor' printed on it.",,
bar_descFuelCruorSneak,BarPrintDesc,"$faction.id == sindrian_diktat
$market.id == cruor score:100
$player.transponderOn == false","ShowImageVisual space_bar","You quietly enter into one of the less occupied bars, making sure no security is present beforehand. The flickering of lights and makeshift furniture are the first things to catch your eyes. Downthrodden workers with ID tags labelling them as 'Repayment Laborer' huddle around worn down tables, drinking away whatever little wages they have. A faded banner hangs on one of the walls, with only the words 'Hard' and 'Labor' legible enough to be read.",,
bar_descFuelUmbra,BarPrintDesc,"$faction.id == pirates
$market.id == umbra score:100","ShowImageVisual space_bar","You enter the bar, leaving the noisy concourse behind. Unsavory figures share stories and drinks at the different tables. In one of the corners, there is a dart board with a picture of Supreme Chief Overlord President Executive Gas Station Manager Phillip Andrada attached to it. It seems someone has already spent the time filling the picture with darts.",,
bar_descFuelUmbraSFC,BarPrintDesc,"$faction.id == sindrian_diktat
$market.id == umbra score:1000","ShowImageVisual space_bar","You enter the bar, leaving the noisy concourse behind. $faction workers and managers talk and drink away at the different tables. In one of the corners, there is a dart board with a picture of Supreme Chief Overlord President Executive Gas Station Manager Phillip Andrada attached to it. It seems someone has encased it in glass and meticulously surrounded it with company banners.",,
"#END portside bar stuff",,,,,,
,,,,,,
# Bar Events,,,,,,
,,,,,,
# SFC Ad Watching,,,,,,
SFCBarAdvertisementStartDevMode,AddBarEvents,"$global.isDevMode score:100
$faction.id == sindrian_diktat
#$global.watchedsfctv == false
#RollProbability 0.5","AddBarEvent SFCBarAd ""Take a moment to watch the holoscreen"" ""Your eyes catch a nearby holoscreen loudly blaring in the corner of the bar. You could take a moment and watch what's on.""",,,
SFCBarAdvertisementStart,AddBarEvents,"$faction.id == sindrian_diktat
$global.watchedsfctv == false
RollProbability 0.5","AddBarEvent SFCBarAd ""Take a moment to watch the holoscreen"" ""Your eyes catch a nearby holoscreen loudly blaring in the corner of the bar. You could take a moment and watch what's on.""",,,
SFCBarAdvertisement1,DialogOptionSelected,"$option == SFCBarAd","$global.watchedsfctv = true 30","You turn your attention to the holoscreen, deciding to see what's on. At the moment, it seems to be in-between shows, playing a few commercials. You could watch some more. Or you could just get back to what you were doing. ","0:SFCWatchCommercials:Keep looking at the screen.
1:SFCDontWatchCommercials:Turn away from the screen.",
SFCBarAdvertisement2,DialogOptionSelected,"$option == SFCWatchCommercials
$player.sfcadwatch < 10
","$player.sfcadwatch++","You watch a commercial advertising the value of Sindrian Brand Antimatter fuel, comparing it favorably to other brands on fuel in the Persean Sector. You are familiar with a few of the brands thrown around, but others seem to be completely unknown.
OR
You watch a commercial advertising the Volturnian Lobster Garden, stating that reservations for the next cycle are already available. Unfortunately the connection seems to break up just right as the commercial was supposed to tell you where you could place a reservation.

Oh well.
OR
You watch a commercial advertising one of the Sindrian Fuel Company's militarized fuel tankers. The high-octane energy of the narrator seems more to extoll why the ship is so great without going to detail of what the ship can do. For what its worth, the narrator definitely sounds quite excited.
OR
You don't really know what you're watching, but it seems to be a commercial for the Sindrian Fuel Company. You think. You can't really tell with how its being displayed.","0:SFCWatchCommercials:Keep looking at the screen.
1:SFCDontWatchCommercials:Turn away from the screen.",
SFCBarAdvertisement3,DialogOptionSelected,"$option == SFCWatchCommercials
$player.sfcadwatch >= 10","unset $player.sfcadwatch
AddXP 250","The commercials end and soon return to a rather boring report about the latest in Sindrian Fuel Company stocks. By the looks of it, stocks are somehow continuing to go up.

You decide to stop watching here and get back to what you were doing.
OR
The commercials end, and a documentary talking about the history of the Sindrian Fuel Company begins. Despite your best efforts to listen in, the speaker doesn't seem to have the best voice and is thus difficult to hear over the noise of the bar.

You decide to stop watching here and get back to what you were doing.
OR
The commercials end and a holo stream begins to play of the famed Askonia Starlets. The sound of a cheering audience is barely recognizable over the usual chatter of the bar you're in, making it hard to pay attention to.

You decide to stop watching here and get back to what you were doing.
OR
The commercials end and get back to a holo recording of a documentary about the Lion's Guard. The documentary claims to be an expose of the inner workings, though with how low production the whole thing seems to be, you doubt it to be any sort of authentic viewing.

You decide to stop watching here and get back to what you were doing.
OR
The commercials end and gets back to a children's show starring Volturn-y the Lobster. Or well someone dressed up in a giant lobster outfit. Before the show continues, the bartender quickly switches the channel.

You decide to stop watching here and get back to what you were doing.","backToBar:Return to the bar",
SFCBarAdvertisementCancel,DialogOptionSelected,"$option == SFCDontWatchCommercials","AddXP 10
unset $player.sfcadwatch
SetShortcut backToBar ""ESCAPE""","You shake your head and turn away from the holoscreen. Watching commercials can wait. You've got many more important things to do first.","backToBar:Return to the bar",
"#END SFC Ad Watching",,,,,,
,,,,,,
# fonzi bar meeting,,,,,,
sfcfonzibarmeetingstart,AddBarEvents,"$global.daysSinceStart > 365
$faction.id == sindrian_diktat
$market.id == volturn
$global.sfcfonzibar == false
RepGTE sindrian_diktat FRIENDLY
RollProbability 0.5","AddBarEvent sfcfonzibarmeeting ""Approach the man who was staring at you."" ""You notice a man looking at you as you enter the bar before looking away. You think he might have been expecting someone else, but him glancing at your way every now and then has you thinking otherwise.""",,,
sfcfonizbarmeeting1,DialogOptionSelected,"$option == sfcfonzibarmeeting","$global.sfcfonzibar = true
BeginConversation sfcfonz true true","You approach the man's table, doing your best to look inconspicuous. As you draw near, the man offers you the seat across from him. 

""So, Captain $playerName?""

A badge on the man's chest shines brightly from an overhead light, the glittering golden emblem of the Lion's Guard looking like it has been recently polished.","sfcfonzibar1a:Confirm your identity with the man and take the offered seat.
sfcfonzibar1b:Deny who you are.",
sfcfonizbarmeeting1a,DialogOptionSelected,"$option == sfcfonzibar1a",,"The man nods as you take your seat, a server coming by and setting a drink down for the both of you.

""The name's $personName,"" he says, easing into his seat a bit. ""And no, you're not in trouble. At least not that I know of. You haven't done anything I need to worry about, now do I?""

Before you can respond, $personFirstName lets out an soft chuckle.

""Don't actually answer that, I'd already know by now. Anyway, you've been making some big waves in the Company. I hope you don't mind answering a question or two mine. Just real quick, yeah? So, first question, what's your opinion on the Sindrian Fuel Company?""","sfcfonzibar2a:Say that you think the Company is the best.
sfcfonzibar2b:Say that you think the Company is okay.
sfcfonzibar2c:Say that you don't really like the Company.",
sfcfonizbarmeeting1b,DialogOptionSelected,"$option == sfcfonzibar1b","AdjustRepActivePerson SUSPICIOUS -1
$global.sfcfonzifirstmeetingoutcome = bad","The man sighs as he shakes his head.

""You're seriously going to do this to me?"" He says as he slowly stands up from his seat. ""That kind of behavior isn't going to help you out in the long run, you know.""

He then brings out his identification and shows it to you: $Post $personName.

""Maybe next time someone offers you a seat, you'll be more agreeable to accept, yeah?"" $personFirstName remarks as he puts his ID away before leaving.","backToBar:Return to the bar",
