trail,projectile,sprite,minLength,fadeIn,duration,fadeOut,sizeIn,sizeOut,colorIn,colorOut,opacity,textLength,textScroll,distance,dispersion,drift,fadeOnFadeOut,angleAdjustment,additive,velocityIn,velocityOut,randomVelocity,angle,rotationIn,rotationOut,randomRotation,renderBelowExplosions
gundam_rear_missile_bullet,gundam_rear_missile_bullet,base_trail_mild,10,0.1,0.1,1,15,5,"[225,180,150]","[175,130,100]",0.5,256,-256,0,0,1,FALSE,FALSE,TRUE,50,0,0,180,45,0,TRUE,
gundam_rear_swamp_missile_bullet,gundam_rear_swamp_missile_bullet,base_trail_mild,10,0.1,0.1,1,7,15,"[75,75,75]","[50,50,50]",0.5,256,-256,0,0,1,FALSE,FALSE,TRUE,50,0,0,180,45,0,TRUE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
gundam_light_machine_gun_bullet,gundam_light_machine_gun_bullet,base_trail_smooth,5,0,0.03,0.2,6,3,"[200,220,50]","[165,115,50]",0.5,400,128,13,0,1,TRUE,TRUE,TRUE,5,0,0,0,3,5,TRUE,FALSE
gundam_antims_1cannon_pd_m_bullet,gundam_antims_1cannon_pd_m_bullet,base_trail_heavyBurn,10,0.1,0.1,0.5,6,6,"[255,150,100]","[128,128,128]",0.6,32,512,25,0,1,TRUE,FALSE,TRUE,70,10,0.1,180,90,180,TRUE,TRUE
gundam_heavy_machine_gun_bullet,gundam_heavy_machine_gun_bullet,base_trail_heavyBurn,10,0.1,0.1,0.5,6,6,"[255,150,100]","[128,128,128]",0.6,32,512,25,0,1,TRUE,FALSE,TRUE,70,10,0.1,180,90,180,TRUE,TRUE
gundam_heavy_machine_gun_yellow_bullet,gundam_heavy_machine_gun_yellow_bullet,base_trail_heavyBurn,10,0.1,0.1,0.5,6,6,"[255,150,100]","[128,128,128]",0.6,32,512,25,0,1,TRUE,FALSE,TRUE,70,10,0.1,180,90,180,TRUE,TRUE
gundam_shotgun_bullet,gundam_shotgun_bullet,base_trail_smooth,10,0,0.1,0.2,6,3,"[255,100,100]","[200,0,0]",0.5,400,128,13,0,1,TRUE,TRUE,TRUE,5,0,0,0,3,5,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,
gundam_blue_rapid_laser,gundam_blue_rapid_laser,base_trail_smooth,5,0,0.03,0.2,6,3,"[65,175,255]","[100,160,210]",0.5,400,128,13,0,1,TRUE,TRUE,TRUE,5,0,0,0,3,5,TRUE,FALSE
gundam_blue_laser,gundam_blue_laser,base_trail_smooth,5,0,0.1,0.2,18,3,"[65,175,255]","[100,160,210]",0.5,400,128,13,0,1,TRUE,TRUE,TRUE,5,0,0,0,3,5,TRUE,FALSE
gundam_blue_fusion_plasma_laser,gundam_blue_fusion_plasma_laser,nottahlan_trail_fuzzy,5,0,0.1,5,18,3,"[65,175,255]","[100,160,210]",0.5,400,128,13,0,1,TRUE,TRUE,TRUE,5,0,0,0,3,5,TRUE,FALSE
gundam_red_laser_charge,gundam_red_laser_charge,base_trail_zap,10,0.05,0.05,0.25,15,3.5,"[255,180,175]","[190,130,130]",0.5,300,-1024,0,1,1,FALSE,FALSE,TRUE,50,10,0.25,180,360,5,TRUE,TRUE
gundam_green_mega_laser,gundam_green_mega_laser,nottahlan_trail_dhelix,5,0.05,0.25,0.25,15,3.5,"[255,100,255]","[150,60,150]",0.5,300,-1024,0,1,1,FALSE,FALSE,TRUE,50,10,0.25,180,360,5,TRUE,TRUE
gundam_small_purple_laser,gundam_small_purple_laser,base_trail_smooth,5,0,0.03,0.2,10,2,"[255,100,255]","[150,60,150]",0.5,400,128,13,0,1,TRUE,TRUE,TRUE,5,0,0,0,3,5,TRUE,FALSE
gundam_purple_laser,gundam_purple_laser,base_trail_smooth,5,0,0.1,0.2,18,3,"[255,100,255]","[150,60,150]",0.5,400,128,13,0,1,TRUE,TRUE,TRUE,5,0,0,0,3,5,TRUE,FALSE
gundam_purple_laser_charge,gundam_purple_laser_charge,nottahlan_trail_dhelix,5,0.05,0.25,0.25,15,3.5,"[255,100,255]","[150,60,150]",0.5,300,-1024,0,1,1,FALSE,FALSE,TRUE,50,10,0.25,180,360,5,TRUE,TRUE
gundam_yellow_small_laser,gundam_yellow_small_laser,base_trail_smooth,5,0,0.03,0.2,10,2,"[255,255,100]","[150,150,60]",0.5,400,128,13,0,1,TRUE,TRUE,TRUE,5,0,0,0,3,5,TRUE,FALSE
gundam_yellow_laser,gundam_yellow_laser,base_trail_smooth,5,0,0.1,0.2,18,3,"[255,255,100]","[150,150,60]",0.5,400,128,13,0,1,TRUE,TRUE,TRUE,5,0,0,0,3,5,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,base_trail_heavyBurn,,,,,,,,,,,,,,,,,,,,,,,,,
,,base_trail_mild,,,,,,,,,,,,,,,,,,,,,,,,,
,,base_trail_smooth,,,,,,,,,,,,,,,,,,,,,,,,,
,,base_trail_zap,,,,,,,,,,,,,,,,,,,,,,,,,
,,base_trail_zapWithCore,,,,,,,,,,,,,,,,,,,,,,,,,
,,beam_trail_helix,,,,,,,,,,,,,,,,,,,,,,,,,
,,beam_trail_smooth,,,,,,,,,,,,,,,,,,,,,,,,,
,,glaive_trail_helix,,,,,,,,,,,,,,,,,,,,,,,,,
,,nottahlan_trail_dhelix,,,,,,,,,,,,,,,,,,,,,,,,,
,,nottahlan_trail_fuzzy,,,,,,,,,,,,,,,,,,,,,,,,,
,,nottahlan_trail_zappy,,,,,,,,,,,,,,,,,,,,,,,,,
