trail,projectile,sprite,minLength,fadeIn,duration,fadeOut,sizeIn,sizeOut,colorIn,colorOut,opacity,textLength,textScroll,distance,dispersion,drift,fadeOnFadeOut,angleAdjustment,additive,velocityIn,velocityOut,randomVelocity,angle,rotationIn,rotationOut,randomRotation,renderBelowExplosions
tpc_shot_hmi_hvb_trail3,tpc_hmi_hvb_shot,base_trail_zapWithCore,6,0.1,0.3,0.1,10,5,"[67,50,219]","[67,50,109]",0.4,300,500,0,60,1,TRUE,FALSE,TRUE,80,40,0.15,0,70,50,TRUE,FALSE
tpc_shot_hmi_hvb_glow,tpc_hmi_hvb_shot,base_trail_smooth,6,0,0.05,0.1,70,65,"[255,255,255]","[214,146,255]",0.6,300,1000,30,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,
hmi_assaultbomb_trail,hmi_assaultbomb_proj,base_trail_smooth,5,0.1,0.3,0.8,6,4,"[68,36,33]","[30,11,9]",0.2,300,500,0,30,1,TRUE,FALSE,TRUE,80,40,0.15,0,60,60,TRUE,FALSE
hmi_assaultbomb_glow,hmi_assaultbomb_proj,base_trail_smooth,6,0.1,0,0.1,15,15,"[255,113,109]","[175,115,103]",0.6,300,1000,30,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,FALSE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
trails_railgun_rem,railgun_rem_shot,trails_nia_trail_fuzzy,8,0,0.1,0.15,8,4,"[100,200,255]","[50,135,185]",0.5,-1,0,20,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,FALSE,TRUE
trails_railgun_rem2,railgun_rem_shot,base_trail_zap,8,0,0.1,0.15,8,10,"[15,200,215]","[0,125,135]",0.3,128,10,20,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,FALSE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,
trails_gauss_rem,gauss_rem_shot,trails_nia_trail_fuzzy,10,0,0.2,0.15,14,6,"[100,200,255]","[50,135,185]",0.5,-1,0,20,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,FALSE,TRUE
trails_gauss_rem2,gauss_rem_shot,base_trail_zap,15,0,0.2,0.15,20,8,"[15,200,215]","[0,125,135]",0.5,128,10,20,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,FALSE,TRUE
trails_gauss_rem3,gauss_rem_shot,base_trail_zap,15,0,0.2,0.15,20,8,"[15,200,215]","[0,125,135]",0.5,128,10,20,0,1,TRUE,FALSE,TRUE,20,50,0.3,0,75,100,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,
trails_hellbore_rem,rem_hellbore_shot,base_trail_heavySmoke,10,0.2,0.3,0.7,20,40,"[50,50,50]","[20,20,20]",0.5,300,5,-50,2,1,TRUE,FALSE,FALSE,0,0,0,0,0,0,TRUE,TRUE
trails_hellbore_rem2,rem_hellbore_shot,base_trail_heavyBurn,10,0,0,0.3,10,5,"[255,50,50]","[204,50,50]",0.5,300,5,20,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,FALSE,FALSE
trails_hellbore_rem3,rem_hellbore_shot,base_trail_zap,10,0,0,0.8,15,20,"[250,125,90]","[204,50,50]",0.8,300,5,0,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,FALSE,FALSE
trails_hellbore_rem4,rem_hellbore_shot,base_trail_heavySmoke,10,0,0,0.6,25,35,"[130,60,50]","[50,10,10]",0.4,200,5,0,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,FALSE,FALSE
trails_hellbore_rem5,rem_hellbore_shot,base_trail_heavySmoke,10,0.05,0.1,0.2,20,30,"[180,120,100]","[50,10,10]",0.3,200,5,10,0,1,TRUE,FALSE,TRUE,10,30,0.3,0,0,80,TRUE,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,
trails_mark9_rem,mark9_rem_shot,base_trail_smooth,30,0,0.1,0.3,8,2,"[225,255,200]","[40,50,20]",0.8,-1,0,30,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,FALSE,TRUE
trails_mark9_rem2,mark9_rem_shot,base_trail_zap,15,0,0,0.25,20,10,"[95,175,255]","[125,95,255]",0.8,128,10,30,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,FALSE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,
trails_heavyac_rem,heavyac_rem_shot,base_trail_smooth,30,0,0.1,0.25,7,2,"[225,255,200]","[40,50,20]",0.8,-1,0,30,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,FALSE,TRUE
trails_heavyac_rem2,heavyac_rem_shot,base_trail_zap,10,0,0,0.2,18,9,"[95,175,255]","[125,95,255]",0.8,128,10,30,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,FALSE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,
trails_lightdualac_rem,lightdualac_rem_shot,base_trail_smooth,30,0,0.1,0.2,6,2,"[225,255,200]","[40,50,20]",0.8,-1,0,30,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,FALSE,TRUE
trails_lightdualac_rem2,lightdualac_rem_shot,base_trail_zap,6,0,0,0.15,16,8,"[95,175,255]","[125,95,255]",0.8,128,10,30,0,1,TRUE,FALSE,TRUE,0,0,0,0,0,0,FALSE,TRUE
