name,id,tier,rarity,tech/manufacturer,tags,uiTags,base value,unlocked,hidden,hiddenEverywhere,cost_frigate,cost_dest,cost_cruiser,cost_capital,script,desc,short,sprite
Weapon Config: Onbu Railgun,MSS_selector_Onbu,,,,no_build_in,,,,TRUE,,0,0,0,0,data.hullmods.selector.MSS_selector_Onbu,"Named after a now-extinct creature much beloved by the Mayasurans, the Onbu Railgun does not fire shells like other weapons of its type. Instead, it fires massive bolts of diffuse plasma, with ruinous effects on unarmoured hull.",,graphics/icons/hullsys/drone_sensor.png
Skysplitter System Swap,MSS_SkysplitterM_system,,,,no_build_in,,,,TRUE,TRUE,0,0,0,0,data.hullmods.MSS_SkysplitterM_system,This machine can be customized.,,graphics/mayasura/hullmods/mayasura.jpg
Hull Config: Speed,MSS_selector_SkyrendA,,,,no_build_in,,,,TRUE,,0,0,0,0,data.hullmods.selector.MSS_selector_SkyrendA,The baseline version of the Skysplitter (M) features Infernium boosters to propel the ship at instantaneous speeds.,,graphics/icons/hullsys/drone_sensor.png
Hull Config: Energy,MSS_selector_SkyrendB,,,,no_build_in,,,,TRUE,,0,0,0,0,data.hullmods.selector.MSS_selector_SkyrendB,"The Infernium Drive Boosters were redirected to restore the Skysplitter's original extra energy capacitors, giving this purple-clad battlecruiser a fierce bite.",,graphics/icons/hullsys/drone_sensor.png
Hull Config: Overdriven,MSS_selector_SkyrendC,,,,no_build_in,,,,TRUE,,0,0,0,0,data.hullmods.selector.MSS_selector_SkyrendC,This Skysplitter variant features the removal of many systems designed to regulate its power grid. The extra speed and maneuverability make it a favourite among aggressive Mayasuran officers.,,graphics/icons/hullsys/drone_sensor.png
Hull Config: Ballistic,MSS_selector_SkyrendD,,,,no_build_in,,,,TRUE,,0,0,0,0,data.hullmods.selector.MSS_selector_SkyrendD,"With the spinal energy systems replaced with massive ammo loaders and shell handling equipment, this Skysplitter features enough ballistic firepower to stand in the Hegemony battleline, if not for its Mayasuran livery.",,graphics/icons/hullsys/drone_sensor.png
Hull Config: Burn,MSS_selector_VictoryA,,,,no_build_in,,,,TRUE,,0,0,0,0,data.hullmods.selector.MSS_selector_VictoryA,The baseline version of the Victory (M) features the standard Burn Drive to propel this battleship at great speeds.,,graphics/icons/hullsys/drone_sensor.png
Hull Config: Speed,MSS_selector_VictoryB,,,,no_build_in,,,,TRUE,,0,0,0,0,data.hullmods.selector.MSS_selector_VictoryB,"The fastest variant of the Victory (M) wields plasma jets with terrifying power, allowing it to close the gap quickly.  ",,graphics/icons/hullsys/drone_sensor.png
Hull Config: Energy,MSS_selector_VictoryC,,,,no_build_in,,,,TRUE,,0,0,0,0,data.hullmods.selector.MSS_selector_VictoryC,This Victory (M) features all of its power focused on giving the twin Avengers extra attacking power in exchange for its speed.,,graphics/icons/hullsys/drone_sensor.png
Hull Config: Stealth,MSS_selector_VictoryD,,,,no_build_in,,,,TRUE,,0,0,0,0,data.hullmods.selector.MSS_selector_VictoryD,"The stealthiest version of the Victory (M) has an onboard mine displacer, allowing sneaky captains to exploit enemy ships out of formation.",,graphics/icons/hullsys/drone_sensor.png
Victory System Swap,MSS_VictoryM_system,,,,no_build_in,,,,TRUE,TRUE,0,0,0,0,data.hullmods.MSS_VictoryM_system,This machine can be customized.,,graphics/mayasura/hullmods/mayasura.jpg
Winghead System Swap,MSS_WingheadM_system,,,,no_build_in,,,,TRUE,TRUE,0,0,0,0,data.hullmods.MSS_WingheadM_system,This machine can be customized.,,graphics/mayasura/hullmods/mayasura.jpg
Hull Config: Speed,MSS_selector_WingheadA,,,,no_build_in,,,,TRUE,,0,0,0,0,data.hullmods.selector.MSS_selector_WingheadA,The baseline version of the Winghead (M) comes equipped with Infernium Burn for aggressive pushes.,,graphics/icons/hullsys/drone_sensor.png
Hull Config: Energy,MSS_selector_WingheadB,,,,no_build_in,,,,TRUE,,0,0,0,0,data.hullmods.selector.MSS_selector_WingheadB,This version of the Winghead (M) has High Energy Focus for on demand burst damage.,,graphics/icons/hullsys/drone_sensor.png
Hull Config: Ballistic,MSS_selector_WingheadC,,,,no_build_in,,,,TRUE,,0,0,0,0,data.hullmods.selector.MSS_selector_WingheadC,This Winghead (M) has an Accelerated Ammo Feeder for a ballistics focused offense.,,graphics/icons/hullsys/drone_sensor.png
Hull Config: Missile,MSS_selector_WingheadD,,,,no_build_in,,,,TRUE,,0,0,0,0,data.hullmods.selector.MSS_selector_WingheadD,The Winghead (M) swaps its ballistic firepower for missiles and Fast Missile Racks.,,graphics/icons/hullsys/drone_sensor.png
