id,trigger,conditions,script,text,options,notes
cum_ttt_ibrahim2_turnInOptionSelected2,DialogOptionSelected,"$option == cum_ttt_Agree
$global.gaRH_completed","AddRemoveCommodity credits -40000 true
cum_ttt 1.875
AddTextSmall ""Salvage pallet with extra goodies bought and transferred to this market's storage."" highlight
AdjustRepActivePerson COOPERATIVE 2
FireAll PopulateOptions","$personLastName thanks you. ""No refunds now, you get what you get.""",,
cum_ttt_check_success,DialogOptionSelected,"$option == cum_ttt_ibrahim_test
$id == ibrahim
cum_HasMissionScore turningthetables 1 score:1000","$cum_ttt_check = true
AddStoryPoints 1
AddTextSmall ""Received the ability to purchase tech-mined pallets for 40,000 credits"" highlight
FireAll PopulateOptions","Ibrahim smiles. ""Yes, we do, and I can offer you a pallet from the salvaging operation. If you're interested, that is.""",,
cum_ttt_check_failed,DialogOptionSelected,"$option == cum_ttt_ibrahim_test
$id == ibrahim
!cum_HasMissionScore turningthetables 1 score:1000","SetEnabled cum_ttt_ibrahim_test false
AddTextSmall ""Turning the Table must be completed to proceed."" gray
SetTextHighlights Turning the Table","Ibrahim shakes her head in sadness. ""Yes, we do, but Pathers have recently made it difficult for anyone to transfer it over to anyone. There is too much risk and danger right now. """,,
,,,,,,
#for the greater ludd interaction,,,,,,
cum_ftgl_intercept,DialogOptionSelected,"$option == marketVisitBar
$market.id == salamanca score:100
cum_HasMissionScore forthegreaterlud 1 score:1000
!$global.cum_ftgl","AddText ""A shift-worker in a utilitarian jumpsuit, a few burns and patches, approaches the bar besides you. They never meet your eye. \""Someone would like to talk with you.\"" It's almost a mutter; difficult to make out \""Set you on the right... path. If you please, follow me.\"""" highlight",,"cum_ftgl_pickUp:Follow
cum_ftgl_ignore:Don't follow",
cum_ftgl_intercept_warning,DialogOptionSelected,"$option == marketVisitBar
$market.id == salamanca score:100
!cum_HasMissionScore forthegreaterlud 1 score:1000
!$global.cum_ftgl","AddText ""You hear a voice. It's almost a mutter; impossible to make out."" gray
AddTextSmall ""For the Greater Ludd must be completed to understand the mutter."" gray
SetTextHighlights For the Greater Ludd",,cum_ftgl_ignore:Ignore,
cum_ftgl_intercept2,DialogOptionSelected,"$option == marketVisitBar
cum_ftgl 0 Corvus
cum_HasMissionScore forthegreaterlud 1 score:1000
!$global.cum_ftgl
RollProbability 0.2","AddText ""A shift-worker in a utilitarian jumpsuit, a few burns and patches, approaches the bar besides you. They never meet your eye. \""Someone would like to talk with you.\"" It's almost a mutter; difficult to make out \""Set you on the right... path. If you please, follow me.\"""" highlight",,"cum_ftgl_pickUp:Follow
cum_ftgl_ignore:Don't follow",
cum_ftgl_intercept2_warning,DialogOptionSelected,"$option == marketVisitBar
cum_ftgl 0 Corvus
!cum_HasMissionScore forthegreaterlud 1 score:1000
!$global.cum_ftgl
RollProbability 0.2","AddText ""You hear a voice. It's almost a mutter; impossible to make out."" gray
AddTextSmall ""For the Greater Ludd must be completed to understand the mutter."" gray
SetTextHighlights For the Greater Ludd",,cum_ftgl_ignore:Ignore,
cum_ftgl_intercept3,DialogOptionSelected,"$option == marketVisitBar
cum_ftgl 0 Magec
cum_HasMissionScore forthegreaterlud 1 score:1000
!$global.cum_ftgl
RollProbability 0.2","AddText ""A shift-worker in a utilitarian jumpsuit, a few burns and patches, approaches the bar besides you. They never meet your eye. \""Someone would like to talk with you.\"" It's almost a mutter; difficult to make out \""Set you on the right... path. If you please, follow me.\"""" highlight",,"cum_ftgl_pickUp:Follow
cum_ftgl_ignore:Don't follow",
cum_ftgl_intercept3_warning,DialogOptionSelected,"$option == marketVisitBar
cum_ftgl 0 Magec
!cum_HasMissionScore forthegreaterlud 1 score:1000
!$global.cum_ftgl
RollProbability 0.2","AddText ""You hear a voice. It's almost a mutter; impossible to make out."" gray
AddTextSmall ""For the Greater Ludd must be completed to understand the mutter."" gray
SetTextHighlights For the Greater Ludd",,cum_ftgl_ignore:Ignore,
cum_ftgl_intercept4,DialogOptionSelected,"$option == marketVisitBar
cum_ftgl 0 Askonia
cum_HasMissionScore forthegreaterlud 1 score:1000
!$global.cum_ftgl
RollProbability 0.2","AddText ""A shift-worker in a utilitarian jumpsuit, a few burns and patches, approaches the bar besides you. They never meet your eye. \""Someone would like to talk with you.\"" It's almost a mutter; difficult to make out \""Set you on the right... path. If you please, follow me.\"""" highlight",,"cum_ftgl_pickUp:Follow
cum_ftgl_ignore:Don't follow",
cum_ftgl_intercept4_warning,DialogOptionSelected,"$option == marketVisitBar
cum_ftgl 0 Askonia
!cum_HasMissionScore forthegreaterlud 1 score:1000
!$global.cum_ftgl
RollProbability 0.2","AddText ""You hear a voice. It's almost a mutter; impossible to make out."" gray
AddTextSmall ""For the Greater Ludd must be completed to understand the mutter."" gray
SetTextHighlights For the Greater Ludd",,cum_ftgl_ignore:Ignore,
cum_ftgl_ignore,DialogOptionSelected,$option == cum_ftgl_ignore,"$option = marketVisitBar
$global.cum_ftgl = true 0
FireBest DialogOptionSelected",,,
cum_ftgl_pickUp1,DialogOptionSelected,$option == cum_ftgl_pickUp,"$global.cum_ftgl = true
cum_ftgl","You are led to a dark place behind the bar.

Your guide has disappeared as they tap at the door. After a moment, the door opens and holds out a hand indicating that you should enter. It is a storage room. Two stools are set at a drooping table. A figure shows its face.

""Captain $playerName. I know you have great potential in this sector. I must ask you a question and I will make it worth your time, As the cycles pass, there are servants who yield to technology hoping to restore the past mistakes of our ancestors in the name of restoring the so-called Domain and her technologies. However, nothing comes without a cost. What are your thoughts on this matter?""","0:cum_ftgl1:""Technology can be moderated and also used in moderation, of course.""
1:cum_ftgl2:""Technology does not hurt people. People hurt people through any means including technology."" 
2:cum_ftgl3:""Technology is sacred and we should do what we can to restore its advances to humanity!"" 
3:cum_ftgl4:""Technology are nothing, but tools of the Creator's gift. It is not for us to decide what is good or bad.""",
cum_ftgl_pickUp2,DialogOptionSelected,$option == cum_ftgl_pickUp,"$global.cum_ftgl = true
cum_ftgl","You are led to a dark place behind the bar.

Your guide has disappeared as they tap at the door. After a moment, the door opens and holds out a hand indicating that you should enter. It is a storage room. Two stools are set at a drooping table. A figure shows its face.

""Captain $playerName. I know you have great potential in this sector. I must ask you a question and I will make it worth your time, As the cycles pass, there are servants who yield to technology hoping to restore the past mistakes of our ancestors in the name of restoring the so-called Domain and her technologies. However, nothing comes without a cost. What are your thoughts on this matter?""","0:cum_ftgl2:""Technology does not hurt people. People hurt people through any means including technology."" 
1:cum_ftgl1:""Technology can be moderated and also used in moderation, of course.""
2:cum_ftgl4:""Technology are nothing, but tools of the Creator's gift. It is not for us to decide what is good or bad.""
3:cum_ftgl3:""Technology is sacred and we should do what we can to restore its advances to humanity!""",
cum_ftgl_pickUp3,DialogOptionSelected,$option == cum_ftgl_pickUp,"$global.cum_ftgl = true
cum_ftgl","You are led to a dark place behind the bar.

Your guide has disappeared as they tap at the door. After a moment, the door opens and holds out a hand indicating that you should enter. It is a storage room. Two stools are set at a drooping table. A figure shows its face.

""Captain $playerName. I know you have great potential in this sector. I must ask you a question and I will make it worth your time, As the cycles pass, there are servants who yield to technology hoping to restore the past mistakes of our ancestors in the name of restoring the so-called Domain and her technologies. However, nothing comes without a cost. What are your thoughts on this matter?""","0:cum_ftgl3:""Technology is sacred and we should do what we can to restore its advances to humanity!""
1:cum_ftgl1:""Technology can be moderated and also used in moderation, of course.""
2:cum_ftgl2:""Technology does not hurt people. People hurt people through any means including technology."" 
3:cum_ftgl4:""Technology are nothing, but tools of the Creator's gift. It is not for us to decide what is good or bad.""",
cum_ftgl_pickUp4,DialogOptionSelected,$option == cum_ftgl_pickUp,"$global.cum_ftgl = true
cum_ftgl","You are led to a dark place behind the bar.

Your guide has disappeared as they tap at the door. After a moment, the door opens and holds out a hand indicating that you should enter. It is a storage room. Two stools are set at a drooping table. A figure shows its face.

""Captain $playerName. I know you have great potential in this sector. I must ask you a question and I will make it worth your time, As the cycles pass, there are servants who yield to technology hoping to restore the past mistakes of our ancestors in the name of restoring the so-called Domain and her technologies. However, nothing comes without a cost. What are your thoughts on this matter?""","0:cum_ftgl4:""Technology are nothing, but tools of the Creator's gift. It is not for us to decide what is good or bad.""
1:cum_ftgl3:""Technology is sacred and we should do what we can to restore its advances to humanity!""
2:cum_ftgl2:""Technology does not hurt people. People hurt people through any means including technology."" 
3:cum_ftgl1:""Technology can be moderated and also used in moderation, of course.""


",
cum_ftgl_Option1,DialogOptionSelected,$option == cum_ftgl1,cum_ftgl 1,"""Said like a sheep from the Church; who gets to determine moderation? Do you think weapons can be used in moderation? Do not let others decide in what to be moderated and what isn't."" 

You are instructed to leave as you are given a cache of weapons on your way out.",cum_ftgl_continue:Continue,
cum_ftgl_Option2,DialogOptionSelected,$option == cum_ftgl2,AddRemoveCommodity beta_core 1,"""If I give you this device of Mammon, you will not use it to hurt people by any means, then right? You will know what to do with the device then.""

You are instructed to leave as you are given a small tech-cache on your way out.",cum_ftgl_continue:Continue,
cum_ftgl_Option3,DialogOptionSelected,$option == cum_ftgl3,AddStoryPoints 2,"""Then you will realize your attempts will be foiled by both servants of Mammon and those who fight against Mammon. May Ludd have pity on your path and you find it in your heart to learn the past mistakes of our ancestors as those on Mairaath did."" 

You are instructed to leave with a message about Mairaath. What is the meaning of Mairaath?",cum_ftgl_continue:Continue,
cum_ftgl_Option4,DialogOptionSelected,$option == cum_ftgl4,AdjustRep luddic_path NEUTRAL 100,"""Truly you understand the teachings of Ludd, I thank you for your response. I will lecture you about the true meaning of Ludd before we leave this room."" 

You are instructed to leave after the lecture ends with a good understanding of what the Luddic Path stands for.",cum_ftgl_continue:Continue,
cum_ftgl_OptionContinue,DialogOptionSelected,$option == cum_ftgl_continue,"$option = marketVisitBar
FireBest DialogOptionSelected",You leave the room. Heading back to regular bar duties.,,
,,,,,,
# the wolf pack interaction,,,,,,
cum_twp_openDialog,PopulateSalvageOptions1,"cum_HasMissionScore thewolfpack 1 score:1000
$cum_twp_eventRef != null",SetOptionColor salExplore highlight,,,
cum_twp_openDialogWarning,PopulateSalvageOptions1,"!cum_HasMissionScore thewolfpack 1 score:1000
$cum_twp_eventRef != null","AddTextSmall ""It is recommended to complete The Wolf Pack before proceeding, but you do you."" gray
SetTextHighlights The Wolf Pack",,,
cum_twp_salvage,DialogOptionSelected,"$option == salExplore
cum_HasMissionScore thewolfpack 1 score:1000
$cum_twp_eventRef != null",,Salvage crews begin the recovery process and find a lot more than expected from a wreck like this. There was still fuel found. Was this part of a Hegemony transport fleet?,cum_twp_continue:Continue,
cum_twp_continueLoot,DialogOptionSelected,$option == cum_twp_continue,"cum_twp
AddStoryPoints 1
$cum_twp_eventRef = null","Through a closer examination, the ships are miraculously in pristine condition.",0:salExplore:Continue,
,,,,,,
#ambush interaction,,,,,,
cum_a_openDialog,PopulateSalvageOptions1,"cum_HasMissionScore ambush 1 score:1000
$cum_a_eventRef != null
!$defenderFleetDefeated","SetOptionColor salExplore highlight
$hasDefenders = true",,,
cum_a_openDialogWarning,PopulateSalvageOptions1,"!cum_HasMissionScore ambush 1 score:1000
$cum_a_eventRef != null
!$defenderFleetDefeated","AddTextSmall ""It is recommended to complete Ambush before proceeding, but you do you."" gray
SetTextHighlights Ambush",,,
cum_a_printDefaultDefenders,TriggerAutomatedDefenses,$cum_a_eventRef != null,"cum_a
AddText ""As your $shipOrFleet moves in closer, new energy signatures are detected near the $shortName.""
AddTextSmall ""Put these foolish ambitions to rest, Hegemony!"" gray",,,
cum_a_continuePostDefenders,BeatDefendersContinue,$cum_a_eventRef != null,AddStoryPoints 1,"A remnant of the Second AI War put to rest, you thought most of the Tri-Tachyon phase fleet was decommissioned due to the Treaty of Crom Cruach or rendered irreparable during the war, but the fact these three were not only operational, but still in pristine condition begs a lot of questions.

Your $shipOrFleet finishes its approach to the $nameInText without further incident.",0:salBeatDefendersContinue:Continue,
,,,,,,
#hornet's nest interaction,,,,,,
cum_hn_ibrahim,PopulateOptions,"$id == ibrahim
!$global.gaRH_failed
!$cum_hn_check",FireBest cum_hn_options,,"2:cum_hn_ibrahim_test:""The great Ibrahim! The tactical genius of Maxios! I've heard stories about you!""",
cum_hn_ibrahim2,PopulateOptions,"$id == ibrahim
!$global.gaRH_failed
$cum_hn_check",FireBest cum_DisableTurnInoresOptionIfNeeded,,"2:cum_hn_ibrahim:""I'd like to turn in these raw materials that I've acquired...""",
cum_hn_ibrahim2_disableTurnInOption,cum_DisableTurnInoresOptionIfNeeded,!cum_hn playerHasOres,"SetTooltip cum_hn_ibrahim ""You do not have any ores in your possession.""
SetEnabled cum_hn_ibrahim false",,,
cum_hn_ibrahim2_disableTurnInOption2,cum_DisableTurnInoresOptionIfNeeded,$cum_hn_tradeagain score:2,"cum_hn playerOreTimer
SetTooltip cum_hn_ibrahim ""Ibrahim can accept your deliveries again in $cum_hn_tradeagain2""
SetTooltipHighlights cum_hn_ibrahim $cum_hn_tradeagain2
SetEnabled cum_hn_ibrahim false",,,
cum_hn_ibrahim2_turnInOption,DialogOptionSelected,"$option == cum_hn_ibrahim
$market.ind:refining","FireAll cum_PopulateOresTurnInOptions
SetTextHighlights 4,000 ores 1,000 transplutonic ores ","""Here are my terms, I can accept up to 4,000 ores and 1,000 transplutonic ores. Once the delivery has been confirmed, it'll take me up to a month or two for me to accept any more future deliveries to prevent any suspicion from the faction authorities here depending on how much you're offloading.""",,
cum_hn_ibrahim2_turnInOption2,DialogOptionSelected,"$option == cum_hn_ibrahim
$market.ind:refining
$global.gaRH_completed","FireAll cum_PopulateOresTurnInOptions
SetTextHighlights Hamatsu 8,000 ores 2,000 transplutonic ores ","Ibrahim remembers your past action. ""For returning my precious Hamatsu to me, I can offer better terms,  I can accept up to 8,000 ores and 2,000 transplutonic ores. Once the delivery has been confirmed, it'll take me up to a month or two for me to accept any more future deliveries to prevent any suspicion from the faction authorities here depending on how much you're offloading.""",,
cum_hn_ibrahim2_turnInOption3,DialogOptionSelected,$option == cum_hn_ibrahim,SetEnabled cum_hn_ibrahim false,"Ibrahim smiles lightly. ""Things are rather too complicated right now with my refining operation considering there's no refining industry here to do anything with the raw materials. Maybe come back later when things lighten up?"" ",,
cum_hn_ibrahim2_playerHasOption,cum_PopulateOresTurnInOptions,,,,0:cum_hn_selectCores:Select ores to turn in,
cum_hn_ibrahim2_neverMindOption,cum_PopulateOresTurnInOptions,,,,"100:cum_hn_neverMind:""Never mind, I don't actually have any.""",
cum_hn_ibrahim2_turnInResponse,cum_oresTurnedIn,,FireAll PopulateOptions,$personLastName thanks you and the conversation moves on to other matters.,,
cum_hn_ibrahim2_neverMindOptionSelected,DialogOptionSelected,$option == cum_hn_neverMind,FireAll PopulateOptions,,,
cum_hn_ibrahim2_turnInOptionSelected,DialogOptionSelected,$option == cum_hn_selectCores,cum_hn selectOres 1,,,
cum_hn_ibrahim2_turnInOptionSelected2,DialogOptionSelected,"$option == cum_hn_selectCores
$global.gaRH_completed",cum_hn selectOres 2,,,
cum_hn_check,cum_hn_options,cum_HasMissionScore hornetsnest 1 score:1000,SetOptionColor cum_hn_ibrahim_test highlight,,,
cum_hn_check_success,DialogOptionSelected,"$option == cum_hn_ibrahim_test
$id == ibrahim
cum_HasMissionScore hornetsnest 1 score:1000","$cum_hn_check = true
AddStoryPoints 1
AddTextSmall ""Received the ability to refine ores and rare ores here."" highlight
FireAll PopulateOptions","Ibrahim humbled. ""My reputation seems to precede me. I like to think those stories of me are fairly over-exaggerated.""

""If you're interested, I can let you in on my refining operation on Agreus. I am always looking to cut cost on transportation. Deliver me some ores and I can offer it refined in return. I don't care how you get those ores. Whether you buy it here or salvaged it somewhere else."" Ibrahim winks. ""Something the faction authorities won't notice between these transactions, it can be our little secret.""",,
cum_hn_check_failed,DialogOptionSelected,"$option == cum_hn_ibrahim_test
$id == ibrahim
!cum_HasMissionScore hornetsnest 1 score:1000","SetEnabled cum_hn_ibrahim_test false
AddTextSmall ""Hornet's Nest must be completed to proceed."" gray
SetTextHighlights Hornet's Nest","Ibrahim looks at you, frowning. ""I can tell when someone is a bootlicker from a system away.""",,
,,,,,,
#the last hurrah interaction,,,,,,
cum_tlh,PopulateOptions,"$id == mairaath_abandoned_station1
!$cum_tlh
cum_HasMissionScore thelasthurrah 1 score:1000","AddText ""In the past, these vast arcology-stations of Mairaath formed the keystone of the terraforming project which transformed Mairaath into a paradise-world of fantastical transgenic re-imaginings of old-Earth biomes. Now there is nothing left on this astropolis. Unless there is something the Hegemony and the League must have missed?""
SetStoryOption cum_tlh_discover 2 historianBP ui_char_spent_story_point_industry ""Found something on the Abandoned Astropolis.""",,12:cum_tlh_discover:Conduct a deep search of the station,
cum_tlh_warning,PopulateOptions,"$id == mairaath_abandoned_station1
!$cum_tlh
!cum_HasMissionScore thelasthurrah 1 score:1000","AddTextSmall ""The Last Hurrah should be completed to proceed further here on this station."" gray
SetTextHighlights The Last Hurrah",,,
cum_tlh_option,DialogOptionSelected,"$option == cum_tlh_discover
cum_HasMissionScore thelasthurrah 1 score:1000","$cum_tlh = true
cum_tlh
FireAll PopulateOptions","During the chaos on this astropolis many cycles ago, someone must have stockpiled this special thing. Perhaps in the hopes, Mairaath can be restored to her former glory should the opportunity comes up.",,
,,,,,,
#dire straits interaction,,,,,,
cum_ds_rao,PopulateOptions,"$id == rao
!$cum_ds_check",FireBest cum_ds_options,,"0:cum_ds_rao_test:""I wanted to converse with the great Admiral Orcus Rao, the Hero of Raesvelg.""",
cum_ds_rao2,PopulateOptions,"$id == rao
$cum_ds_check
!$cum_ds_checkout",,,"0:cum_ds_rao:""I'm interested in being a role model to one of your family member.""",
cum_ds_check,cum_ds_options,cum_HasMissionScore direstraits 1 score:1000,SetOptionColor cum_ds_rao_test highlight,,,
cum_ds_check_success,DialogOptionSelected,"$option == cum_ds_rao_test
$id == rao
cum_HasMissionScore direstraits 1 score:1000","$cum_ds_check = true
AddStoryPoints 1
FireAll PopulateOptions","Rao grins with an impressed look. ""Yes, it's amazing what you can get away in these trying times so long as you are exceptionally good at it. How about you, Captain? Got any stories to tell?""

You two exchange stories of fights you've been in and Rao begins to settle down. ""Listen, I have some grandchildren in my House that's been acting rowdy and unsuited for the Hegemony Navy. If your reputation precedes you within the Hegemony records, I believe you can be an exceptional role model to them. Let me know if you're interested.""",,
cum_ds_check_failed,DialogOptionSelected,"$option == cum_ds_rao_test
$id == rao
!cum_HasMissionScore direstraits 1 score:1000","SetEnabled cum_ds_rao_test false
AddTextSmall ""Dire Straits must be completed to proceed."" gray
SetTextHighlights Dire Straits","Rao gives a stern look. ""I'm busy with current affairs, freelancer.""",,
cum_ds_check_success2,DialogOptionSelected,"$option == cum_ds_rao
$id == rao
RepGTE hegemony FRIENDLY","cum_ds
AddTextSmall ""\""The typical length of such mentorship is $global.cum_ds_mercContractDurStr days, with some allowances for when they get back to port. Can be terminated early by either party, and so on - the standard stuff. When it's up, we can talk about extending it if both parties are agreeable.\n\nThey'll expect a salary of $global.cum_ds_salary credits per month. You have $player.creditsStr credits available.\""\n\nThis member of House Rao functions like a mercenary officer which does not count against the normal officer limit.""
SetTextHighlightColors highlight highlight highlight highlight highlight good good
SetTextHighlights $global.cum_ds_mercContractDurStr  $global.cum_ds_salary $player.creditsStr credits credits mercenary officer
SetShortcut cum_ds_no ""ESCAPE""","Rao pulls up your records. ""Yes Augusta would approve of you as a role model to one of our members. Here is their Hegemony profile.""","0:cum_ds_yes:""Sounds good.""
1:cum_ds_no:""Not at the moment.""",
cum_ds_check_success2c,DialogOptionSelected,"$option == cum_ds_yes
!CallEvent $ome_eventRef atLimit $cum_ds_officer_id","cum_ds 1
HideSecondPerson
FireAll PopulateOptions
","""Excellent! I hope you can be a good role model to them.""",,
cum_ds_check_success2e,DialogOptionSelected,$option == cum_ds_no,"HideSecondPerson
FireAll PopulateOptions
","""What a shame.""",,
cum_ds_check_failed2,DialogOptionSelected,"$option == cum_ds_rao
$id == rao
!RepGTE hegemony FRIENDLY","AddTextSmall ""Your reputation with Hegemony is quite concerning. It should be friendly or higher."" gray","Rao checks your records. ""I'm sorry, you don't seem to be a potential role model according to Augusta. You could improve your standing with the Hegemony as a whole.""",,
cum_ds_check_failed2a,DialogOptionSelected,"$option == cum_ds_rao
$id == rao
$player.wasJerkToMerc","AddTextSmall ""You insulted a mercenary officer in the past and you'll have to wait for your reputation to cool off."" gray","Rao checks your records. ""I'm sorry, you don't seem to be a potential role model according to Augusta. Someone gave you a bad reputation for telling them off and insulting their ancestry.""",,
,,,,,,
cum_ds_mercs_checkLeaving,MercsLeavingGreeting,$cum_rao score:10,"ShowPersonVisual
FireBest MercLeavingOptions","""Greetings, mentor! Granduncle Orcus is expecting my return soon, and I'd like to think we've both benefited from the arrangement.

Now, I think I'll have a go at spending all the credits I've earned - little chance to do that cooped up on a ship in the middle of nowhere, is there?""",,
cum_ds_mercs_leavingOptions,MercLeavingOptions,$cum_rao score:10,"SetStoryOption mercs_convince 1 convinceMerc ui_char_spent_story_point_leadership ""Extended mercenary officer's contract""",,"mercs_convince:Convince $himOrHer to extend the training
mercs_letGo:Wish $himOrHer well in $hisOrHer future endeavors
mercs_letGoJerk:Tell $himOrHer off for $hisOrHer disloyalty",
cum_ds_mercs_convincedOpt,DialogOptionSelected,"$option == mercs_convince
$cum_rao score:10","MarketCMD convinceMercToStay
ShowDefaultVisual
EndConversation DO_NOT_FIRE","With a charismatic display of appeal to $hisOrHer ambition and ego, along with the implication - not promise - that good fortune is just around the corner, you're able to convince $himOrHer to stay longer to spread the reputation of House Rao.

""I suppose granduncle Orcus wouldn't mind if I stayed a bit longer.""",mercs_leaveContinue:Continue,
cum_ds_mercs_letGoOpt,DialogOptionSelected,"$option == mercs_letGo
$cum_rao score:10","AdjustRep hegemony SHRINE_OFFERING
MarketCMD mercLeaves
ShowDefaultVisual
EndConversation DO_NOT_FIRE","You accept $hisOrHer decision professionally and, after exchanging a few pleasantries, cut the comm link. You wonder if Admiral Rao might have someone else to let you mentor.",mercs_leaveContinue:Continue,
